Formula,ANZA-BTM,BLAN-BTM,CFS2-BTM,CLBJ-BTM,DELA-BTM,MOAB-BTM,ONAQ-BTM,PPRH-BTM,SOAP-BTM,TEAK-BTM
C39H46O16S1,0,0,0,0,0,0,0,0,0,0
C39H46O16S2,0,0,0,0,0,0,0,0,0,0
C39H46O16S2N3P1,0,0,0,0,0,0,0,0,0,0
C39H46O17,0,0,0,0,0,0,0,0,0,0
C39H46O17S2,0,0,0,0,0,0,0,0,0,0
C39H46O18,0,0,0,1,0,0,0,0,0,0
C39H46O18S2,0,0,0,0,0,0,0,0,0,0
C39H46O19,0,0,0,0,0,0,0,0,0,0
C39H46O19S2,0,0,0,0,0,0,0,0,0,0
C39H46O2S1,0,0,0,0,0,0,0,0,0,0
C39H46O20,0,0,0,1,0,0,0,0,0,0
C39H46O21,0,0,0,0,0,0,0,0,0,0
C39H46O22,0,0,0,0,0,0,0,0,0,0
C39H46O23,0,0,0,0,0,0,0,0,0,0
C39H46O3N1P1,0,0,0,0,0,0,0,0,0,0
C39H46O3S1,1,0,0,0,0,0,0,0,0,0
C39H46O3S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H46O4S1,0,0,0,0,0,0,0,0,0,0
C39H46O4S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H46O5S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H46O6S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H46O7S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H46O8S1N3P1,0,0,0,0,0,0,0,0,0,0
C39H46O8S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H46O9S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H47O10S1N2P1,0,0,0,1,0,0,0,0,0,0
C39H47O11S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H47O11S1N3,0,0,0,0,0,0,0,0,0,0
C39H47O12P1,0,0,0,0,0,0,0,0,0,0
C39H47O12S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H47O12S1N3,0,0,0,0,0,0,0,0,0,0
C39H47O13S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H47O13S1N3,0,0,0,0,0,0,0,0,0,0
C39H47O14S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H47O14S2N1,0,0,0,0,0,0,0,0,0,0
C39H47O4S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H47O5S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H47O6S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H47O8S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H48O1S1,0,0,0,0,0,0,0,0,0,0
C39H48O10S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H48O11,0,0,0,0,0,0,0,0,0,0
C39H48O11S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H48O12,0,0,0,0,0,0,0,0,0,0
C39H48O12S2,0,0,0,0,0,0,0,0,0,0
C39H48O13,0,0,0,0,0,0,0,0,0,0
C39H48O13S2,0,0,0,0,0,0,0,0,0,0
C39H48O14,0,0,0,0,0,0,0,0,0,0
C39H48O14S2,0,0,0,0,0,0,0,0,0,0
C39H48O15,0,0,0,0,0,0,0,0,0,0
C39H48O16,0,0,0,0,0,0,0,0,0,0
C39H48O16S2,0,0,0,0,0,0,0,0,0,0
C39H48O17,0,0,0,0,0,0,0,0,0,0
C39H48O17S2,0,0,0,0,0,0,0,0,0,0
C39H48O18,0,0,0,1,0,0,0,0,0,0
C39H48O18S2,0,0,0,0,0,0,0,0,0,0
C39H48O18S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H48O19,0,0,0,0,0,0,0,0,0,0
C39H48O2S1,0,0,0,0,0,0,0,0,0,0
C39H48O20,0,0,0,0,0,0,0,0,0,0
C39H48O21,0,0,0,0,0,0,0,0,0,0
C39H48O23,0,0,0,0,0,0,0,0,0,0
C39H48O3S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H48O4S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H48O5S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H48O6N3P1,0,0,0,0,0,0,0,0,0,0
C39H48O6S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H48O7N3P1,0,0,0,0,0,0,0,0,0,0
C39H48O7S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H48O8N3P1,0,0,0,0,0,0,0,0,0,0
C39H48O9S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H49O11S1N3,0,0,0,0,0,0,0,0,0,0
C39H49O14S1N1,0,0,0,0,0,0,0,0,0,0
C39H49O5N2P1,0,0,0,0,0,0,0,0,0,0
C39H49O6N2P1,0,0,0,0,0,0,0,0,0,0
C39H49O6S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H49O7N2P1,0,0,0,0,0,0,0,0,0,0
C39H49O7S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H49O8S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H49O9S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H49O9S1N3,0,0,0,0,0,0,0,0,0,0
C39H50O1S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H50O11,0,0,0,0,0,0,0,0,0,0
C39H50O11S2,0,0,0,0,0,0,0,0,0,0
C39H50O12,0,0,0,0,0,0,0,0,0,0
C39H50O13,0,0,0,0,0,0,0,0,0,0
C39H50O13N3P1,0,0,0,0,0,0,0,0,0,0
C39H50O14,0,0,0,0,0,0,0,0,0,0
C39H50O14N1P1,0,0,0,0,0,0,0,0,0,0
C39H50O14S2,0,0,0,0,0,0,0,0,0,0
C39H50O15,0,0,0,0,0,0,0,0,0,0
C39H50O15S2N2,0,0,0,0,0,0,0,0,0,0
C39H50O16,0,0,0,0,0,0,0,0,0,0
C39H50O16S2,0,0,0,0,0,0,0,0,0,0
C39H50O17,0,0,0,0,0,0,0,0,0,0
C39H50O17S2,0,0,0,0,0,0,0,0,0,0
C39H50O18,0,0,0,0,0,0,0,0,0,0
C39H50O19,0,0,0,0,0,0,0,0,0,0
C39H50O2S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H50O20,0,0,0,0,0,0,0,0,0,0
C39H50O21,0,0,0,0,0,0,0,0,0,0
C39H50O21N3P1,0,0,0,0,0,0,0,0,0,0
C39H50O3S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H50O4S2N3P1,0,0,0,0,0,0,0,0,0,0
C39H50O5N3P1,0,0,0,0,0,0,0,0,0,0
C39H50O5S1N3P1,0,0,0,0,0,0,0,0,0,0
C39H50O5S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H50O6S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H50O7S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H50O8S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H50O9S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H51O10S1N3,0,0,0,0,0,0,0,0,0,0
C39H51O11S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H51O3S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H51O5N2P1,0,0,0,0,0,0,0,0,0,0
C39H51O5S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H51O6N2P1,0,0,0,0,0,0,0,0,0,0
C39H51O6S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H51O9S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H52O11,0,0,0,0,0,0,0,0,0,0
C39H52O11S2,0,0,0,0,0,0,0,0,0,0
C39H52O12,0,0,0,0,0,0,0,0,0,0
C39H52O13,0,0,0,0,0,0,0,0,0,0
C39H52O14,0,0,0,0,0,0,0,0,0,0
C39H52O15,0,0,0,0,0,0,0,0,0,0
C39H52O15S2,0,0,0,0,0,0,0,0,0,0
C39H52O16,0,0,0,0,0,0,0,0,0,0
C39H52O16S2,0,0,0,0,0,0,0,0,0,0
C39H52O17,0,0,0,0,0,0,0,0,0,0
C39H52O18,0,0,0,0,0,0,0,0,0,0
C39H52O19,0,0,0,0,0,0,0,0,0,0
C39H52O19N3P1,0,0,0,0,0,0,0,0,0,0
C39H52O2S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H52O20,0,0,0,0,0,0,0,0,0,0
C39H52O21,0,0,0,0,0,0,0,0,0,0
C39H52O3S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H52O4N3P1,0,0,0,0,0,0,0,0,0,0
C39H52O4S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H52O5N3P1,0,0,0,0,0,0,0,0,0,0
C39H52O5S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H52O6S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H52O8S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H53O10S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H53O11S1N1,0,0,0,0,0,0,0,0,0,0
C39H53O16S2N2P1,0,0,0,0,0,0,0,0,0,0
C39H53O3S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H53O4S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H53O6S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H53O7S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H53O8S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H54O1S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H54O10,0,0,0,0,0,0,0,0,0,0
C39H54O10S2,0,0,0,0,0,0,0,0,0,0
C39H54O11,0,0,0,0,0,0,0,0,0,0
C39H54O12,0,0,0,0,0,0,0,0,0,0
C39H54O13,0,0,0,0,0,0,0,0,0,0
C39H54O14,0,0,0,0,0,0,0,0,0,0
C39H54O15,0,0,0,0,0,0,0,0,0,0
C39H54O15S2,0,0,0,0,0,0,0,0,0,0
C39H54O16,0,0,0,0,0,0,0,0,0,0
C39H54O17,0,0,0,0,0,0,0,0,0,0
C39H54O18,0,0,0,0,0,0,0,0,0,0
C39H54O19,0,0,0,0,0,0,0,0,0,0
C39H54O2S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H54O20,0,0,0,0,0,0,0,0,0,0
C39H54O3S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H54O4S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H54O5S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H54O6S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H54O7S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H54O8N1P1,0,0,0,0,0,0,0,0,0,0
C39H55O10P1,0,0,0,0,0,0,0,0,0,0
C39H55O10S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H55O11S1N1,0,0,0,0,0,0,0,0,0,0
C39H55O18N3,0,0,1,0,0,0,0,0,0,0
C39H55O21S2N1,0,0,0,0,0,0,0,0,0,1
C39H55O5S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H55O6S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H55O7S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H55O8P1,0,0,0,0,0,0,0,0,0,0
C39H55O8S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H55O9P1,0,0,0,0,0,0,0,0,0,0
C39H55O9S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H56O10,0,0,0,0,0,0,0,0,0,0
C39H56O11,0,0,0,0,0,0,0,0,0,0
C39H56O12,0,0,0,0,0,0,0,0,0,0
C39H56O12S2,0,0,0,0,0,0,0,0,0,0
C39H56O13,0,0,0,0,0,0,0,0,0,0
C39H56O13S2,0,0,0,0,0,0,0,0,0,0
C39H56O14,0,0,0,0,0,0,0,0,0,0
C39H56O15,0,0,0,0,0,0,0,0,0,0
C39H56O16,0,0,0,0,0,0,0,0,0,0
C39H56O17,0,0,0,0,0,0,0,0,0,0
C39H56O18,0,0,0,0,0,0,0,0,0,0
C39H56O2S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H56O3S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H56O4S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H56O5S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H56O8S2,0,0,0,0,0,0,0,0,0,0
C39H56O9,0,0,0,0,0,0,0,0,0,0
C39H57O10P1,0,0,0,0,0,0,0,0,0,0
C39H57O10S1N1,0,0,0,0,0,0,0,0,0,0
C39H57O11P1,0,0,0,0,0,0,0,0,0,0
C39H57O16S1N3,0,0,0,0,0,0,0,0,0,0
C39H57O3S2N3,0,0,0,0,0,0,0,0,0,0
C39H57O4S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H57O6S1N2P1,0,0,0,0,0,0,0,0,0,0
C39H57O7P1,0,0,0,0,0,0,0,0,0,0
C39H57O8P1,0,0,0,0,0,0,0,0,0,0
C39H57O9P1,0,0,0,0,0,0,0,0,0,0
C39H57O9S1N1,0,0,0,0,0,0,0,0,0,0
C39H58O1S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H58O10,0,0,0,0,0,0,0,0,0,0
C39H58O11,0,0,0,0,0,0,0,0,0,0
C39H58O11S2,0,0,0,0,0,0,0,0,0,0
C39H58O12,0,0,0,0,0,0,0,0,0,0
C39H58O13,0,0,0,0,0,0,0,0,0,0
C39H58O13S2,0,0,0,0,0,0,0,0,0,0
C39H58O14,0,0,0,0,0,0,0,0,0,0
C39H58O14S2,0,0,0,0,0,0,0,0,0,0
C39H58O15,0,0,0,0,0,0,0,0,0,0
C39H58O16,0,0,0,0,0,0,0,0,0,0
C39H58O17,0,0,0,0,0,0,0,0,0,0
C39H58O2S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H58O3S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H59O10P1,0,0,0,0,0,0,0,0,0,0
C39H59O11N2P1,0,0,0,0,0,0,0,0,0,0
C39H59O11P1,0,0,0,0,0,0,0,0,0,0
C39H59O12P1,0,0,0,0,0,0,0,0,0,0
C39H59O6P1,0,0,0,0,0,0,0,0,0,0
C39H59O7P1,0,0,0,0,0,0,0,0,0,0
C39H59O8P1,0,0,0,0,0,0,0,0,0,0
C39H59O9N1,0,0,0,0,0,0,0,0,0,0
C39H59O9P1,0,0,0,0,0,0,0,0,0,0
C39H60O10,0,0,0,0,0,0,0,0,0,0
C39H60O10S2,0,0,0,0,0,0,0,0,0,0
C39H60O11,0,0,0,0,0,0,0,0,0,0
C39H60O12,0,0,0,0,0,0,0,0,0,0
C39H60O13,0,0,0,0,0,0,0,0,0,0
C39H60O14,0,0,0,0,0,0,0,0,0,0
C39H60O15,0,0,0,0,0,0,0,0,0,0
C39H60O16,0,0,0,0,0,0,0,0,0,0
C39H60O21S1N2,0,0,0,0,0,0,0,0,0,0
C39H61O10P1,0,0,0,0,0,0,0,0,0,0
C39H61O11P1,0,0,0,0,0,0,0,0,0,0
C39H61O5P1,0,0,0,0,0,0,0,0,0,0
C39H61O6P1,0,0,0,0,0,0,0,0,0,0
C39H61O7P1,0,0,0,0,0,0,0,0,0,0
C39H61O8P1,0,0,0,0,0,0,0,0,0,0
C39H61O9P1,0,0,0,0,0,0,0,0,0,0
C39H62O12,0,0,0,0,0,0,0,0,0,0
C39H62O13,0,0,0,0,0,0,0,0,0,0
C39H62O13N1P1,0,0,0,0,0,0,0,0,0,0
C39H62O14,0,0,0,0,0,0,0,0,0,0
C39H62O21S1N2,0,0,0,0,0,0,0,0,0,0
C39H63O10P1,0,0,0,0,0,0,0,0,0,0
C39H63O11P1,0,0,0,0,0,0,0,0,0,0
C39H63O19N2P1,0,0,0,0,0,0,0,0,0,0
C39H63O22P1,0,0,0,0,0,0,0,0,0,0
C39H63O6P1,0,0,0,0,0,0,0,0,0,0
C39H63O7P1,0,0,0,0,0,0,0,0,0,0
C39H63O8P1,0,0,0,0,0,0,0,0,0,0
C39H63O9P1,0,0,0,0,0,0,0,0,0,0
C39H64O11S1N3P1,0,1,0,0,0,0,1,0,0,0
C39H64O18S1N2,0,0,0,0,0,0,0,0,0,0
C39H64O21S1N2,0,0,0,0,0,0,0,0,0,0
C39H65O10P1,0,0,0,0,0,0,0,0,0,0
C39H65O7P1,0,0,0,0,0,0,0,0,0,0
C39H65O8P1,0,0,0,0,0,0,0,0,0,0
C39H65O9P1,0,0,0,0,0,0,0,0,0,0
C39H66O21S1N2,0,0,0,0,0,0,0,0,0,0
C39H68O10S2N1P1,0,0,0,0,0,0,0,0,0,0
C39H68O3,0,0,0,0,0,0,0,0,0,0
C39H73O3N2P1,0,0,0,0,0,0,0,0,1,0
C39H73O3S1N1,0,0,0,1,0,1,0,0,1,0
C39H78O7S1,0,0,0,0,0,0,0,0,0,0
C39H82O6N1P1,0,0,0,0,0,0,0,0,0,0
C4H11O4S2N2P1,0,0,0,0,0,0,0,0,0,0
C40H12O1,0,0,0,0,0,0,0,0,0,0
C40H12O13N2,0,0,0,0,0,0,0,0,0,0
C40H12O2,0,0,0,0,0,0,0,0,0,0
C40H12O5S2N2,0,0,0,0,0,0,0,0,0,0
C40H12O6S2N2,0,0,0,0,0,0,0,0,0,0
C40H13O1S2N3,0,0,1,0,0,0,0,0,0,0
C40H13O2S2N3,0,0,0,0,0,0,0,0,0,0
C40H13O3S2N3,0,0,0,0,0,0,0,0,0,0
C40H13O4S2N3,0,0,0,0,0,0,0,0,0,0
C40H13O5S2N3,0,0,0,0,0,0,0,0,0,0
C40H13O9N3,0,0,0,0,0,0,0,0,0,0
C40H14O1S2N2,0,0,0,0,0,0,0,0,0,0
C40H14O10N2,0,0,0,0,0,0,0,0,0,0
C40H14O10S2N3P1,0,0,0,0,0,0,0,0,0,0
C40H14O12N2,0,0,0,0,0,0,0,0,0,0
C40H14O4S2N2,0,0,0,1,0,0,0,0,0,0
C40H14O5S2N2,0,0,0,0,0,0,0,0,0,0
C40H14O6S1N2,0,0,0,0,0,0,0,0,0,0
C40H14O7S2N2,0,0,0,0,0,0,0,0,0,0
C40H14O8S1N2,0,0,0,0,0,0,0,0,0,0
C40H14O8S1N3P1,0,0,0,0,0,0,0,0,0,0
C40H15O1S2N3,0,0,1,1,0,0,0,0,0,0
C40H15O10N3,0,0,0,0,0,0,0,0,0,0
C40H15O2S2N3,0,0,0,0,0,0,0,0,0,0
C40H15O3S2N3,0,0,0,0,0,0,0,0,0,0
C40H15O4S2N3,0,0,0,0,0,0,0,0,0,0
C40H15O5N1,0,0,0,0,0,0,0,0,0,1
C40H15O5S2N3,0,0,0,0,0,0,0,0,0,0
C40H15O6S1P1,0,0,0,0,0,0,0,0,0,0
C40H15O7S1P1,0,0,0,0,0,0,0,0,0,0
C40H15O8N3,0,0,0,0,0,0,0,0,0,0
C40H15O9N3,0,0,0,0,0,0,0,0,0,0
C40H16O1,0,0,0,0,0,0,0,0,0,0
C40H16O1S2N2,0,0,0,0,0,0,0,0,0,0
C40H16O11N2,0,0,0,0,0,0,0,0,0,0
C40H16O2S2N2,0,0,0,0,0,0,0,0,0,0
C40H16O3S2N2,0,0,1,1,0,0,0,0,0,0
C40H16O4S2N2,0,0,1,1,0,0,0,0,0,0
C40H16O6S2N2,0,0,0,0,0,0,0,0,0,0
C40H16O9N2,0,0,0,0,0,0,0,0,0,0
C40H17O1S2N3,0,0,1,1,0,0,0,0,0,0
C40H17O12S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H17O12S2N3,0,0,0,0,0,0,0,0,0,0
C40H17O13S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H17O2S2N3,0,0,0,0,0,0,0,0,0,0
C40H17O3N2P1,0,0,0,0,0,0,0,0,0,0
C40H17O3S2N3,0,0,0,0,0,0,0,0,0,0
C40H17O4S2N3,0,0,0,0,0,0,0,0,0,0
C40H17O5S2N3,0,0,0,0,0,0,0,0,0,0
C40H17O6S1P1,0,0,0,0,0,0,0,0,0,0
C40H17O7S1P1,0,0,0,0,0,0,0,0,0,0
C40H17O9N3,0,0,0,0,0,0,0,0,0,0
C40H18O1S2N2,0,0,0,0,0,0,0,0,0,0
C40H18O10N2,0,0,0,0,0,0,0,0,0,0
C40H18O11N2,0,0,0,0,0,0,0,0,0,0
C40H18O12N2,0,0,0,0,0,0,0,0,0,0
C40H18O15S1N3P1,0,0,0,0,0,0,0,0,0,0
C40H18O16S2N1P1,0,0,0,0,0,0,0,0,0,0
C40H18O2S2N2,0,0,0,0,0,0,0,0,0,0
C40H18O3S2N2,0,0,0,1,0,0,0,0,0,0
C40H18O4S2N2,0,0,0,1,0,0,0,0,0,0
C40H18O5,0,0,0,1,0,0,0,0,0,0
C40H18O5S2N2,0,0,0,1,0,0,0,0,0,0
C40H18O7S2N2,0,0,0,0,0,0,0,0,0,0
C40H19O1S2N3,0,0,0,0,0,0,0,0,0,0
C40H19O10N3,0,0,0,0,0,0,0,0,0,0
C40H19O11S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H19O12S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H19O13S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H19O14S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H19O15S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H19O3N2P1,0,0,0,0,0,0,0,0,0,0
C40H19O3S2N3,0,0,0,0,0,0,0,0,0,0
C40H19O4S2N3,0,0,0,0,0,0,0,0,0,0
C40H19O7N3,0,0,0,0,0,0,0,0,0,0
C40H19O7S1P1,0,0,0,0,0,0,0,0,0,0
C40H19O8S1P1,0,0,0,0,0,0,0,0,0,0
C40H19O9N3,0,0,0,0,0,0,0,0,0,0
C40H20O1N3P1,0,0,0,0,0,0,0,0,0,0
C40H20O1S2N2,0,0,0,0,0,0,0,0,0,0
C40H20O10N2,0,0,0,0,0,0,0,0,0,0
C40H20O11N2,0,0,0,0,0,0,0,0,0,0
C40H20O18N1P1,0,0,0,0,0,0,0,0,0,0
C40H20O2S2N2,0,0,1,1,0,0,0,0,0,0
C40H20O5S1,0,0,0,0,0,0,0,0,0,0
C40H20O5S1N1P1,0,0,0,0,0,0,0,0,0,0
C40H20O5S1N2,0,0,0,0,0,0,0,0,0,0
C40H20O6S1N1P1,0,0,0,0,0,0,0,0,0,0
C40H20O6S2N2,0,0,0,0,0,0,0,0,0,0
C40H20O7S2N2,0,0,0,0,0,0,0,0,0,0
C40H20O8N2,0,0,0,0,0,0,0,0,0,0
C40H20O9N2,0,0,1,0,0,0,0,0,0,0
C40H21O1S2N3,0,0,0,0,0,0,0,0,0,0
C40H21O10S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H21O12S2N3,0,0,0,0,0,0,0,0,0,0
C40H21O13S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H21O13S1N3,0,0,0,0,0,0,0,0,0,0
C40H21O14S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H21O16S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H21O16S2N1,0,0,0,0,0,0,0,0,0,0
C40H21O17S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H21O2S2N3,0,0,0,0,0,0,0,0,0,0
C40H21O3S2N3,0,0,0,0,0,0,0,0,0,0
C40H21O6S1P1,0,0,0,0,0,0,0,0,0,0
C40H21O7S1P1,0,0,0,0,0,0,0,0,0,0
C40H21O8N3,0,0,0,0,0,0,0,0,0,0
C40H21O8S1P1,0,0,0,0,0,0,0,0,0,0
C40H21O9P1,0,0,0,0,0,0,0,0,0,0
C40H22O1S1N3P1,0,0,0,0,0,0,0,0,0,0
C40H22O10N2,0,0,0,1,0,0,0,0,0,0
C40H22O11N2,0,0,0,0,0,0,0,0,0,0
C40H22O11S2N1P1,0,0,0,0,0,0,0,0,0,0
C40H22O12S2N1P1,0,0,0,0,0,0,0,0,0,0
C40H22O2S2N2,0,0,1,1,0,0,0,0,0,0
C40H22O3,0,0,0,0,0,0,0,0,0,0
C40H22O4S2N2,0,0,0,0,0,0,0,0,0,0
C40H22O5S2N2,0,0,0,0,0,0,0,0,0,0
C40H22O6S2N2,0,0,0,0,0,0,0,0,0,0
C40H22O8S1N3P1,0,0,0,0,0,0,0,0,0,0
C40H22O9N2,0,0,0,0,0,0,0,0,0,0
C40H23O1S2N3,0,0,0,0,0,0,0,0,0,0
C40H23O12S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H23O14S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H23O16S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H23O17S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H23O17S1N3,0,0,0,0,0,0,0,0,0,0
C40H23O18S1N3,0,0,0,0,0,0,0,0,0,0
C40H23O2S1N3,0,0,0,0,0,0,0,0,0,0
C40H23O2S2N3,0,0,0,1,0,0,0,0,0,0
C40H23O3S2N3,0,0,0,0,0,0,0,0,0,0
C40H23O5N3,0,0,0,0,0,0,0,0,0,0
C40H23O6S1P1,0,0,0,0,0,0,0,0,0,0
C40H23O7S1P1,0,0,0,0,0,0,0,0,0,0
C40H23O8N3,0,0,0,0,0,0,0,0,0,0
C40H23O8S1P1,0,0,0,0,0,0,0,0,0,0
C40H24O1S1,0,0,0,0,0,0,0,0,0,0
C40H24O1S1N2,0,0,0,0,0,0,0,0,0,0
C40H24O10N2,0,0,0,0,0,0,0,0,0,0
C40H24O13S1N3P1,0,0,0,0,0,0,0,0,0,0
C40H24O13S2N1P1,0,0,0,0,0,0,0,0,0,0
C40H24O15S1N3P1,0,0,0,0,0,0,0,0,0,0
C40H24O18S2,0,0,0,0,0,0,0,0,0,0
C40H24O2S1N2,0,0,0,0,0,0,0,0,0,0
C40H24O2S2N2,0,0,0,0,0,0,0,0,0,0
C40H24O22,0,0,0,0,0,0,0,0,0,0
C40H24O23,0,0,0,0,0,0,0,0,0,0
C40H24O3S1N2,0,0,0,0,0,0,0,0,0,0
C40H24O3S2N2,0,0,0,1,0,0,0,0,0,0
C40H24O4S1N2,0,0,0,1,0,0,0,0,0,0
C40H24O4S2N2,0,0,0,0,0,0,0,0,0,0
C40H24O5S1N1P1,0,0,0,0,0,0,0,0,0,0
C40H24O5S2N2,0,0,0,1,0,0,0,0,0,0
C40H24O6S2N2,0,0,0,0,0,0,0,0,0,0
C40H24O9N2,0,0,0,0,0,0,0,0,0,0
C40H24O9S2N1P1,0,0,0,0,0,0,0,0,0,0
C40H25O1S2N3,0,0,0,0,0,0,0,0,0,0
C40H25O11S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H25O12S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H25O13S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H25O15S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H25O16S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H25O17S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H25O17S1N3,0,0,0,0,0,0,0,0,0,0
C40H25O18S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H25O18S1N3,0,0,0,0,0,0,0,0,0,0
C40H25O2S2N3,0,0,0,0,0,0,0,0,0,0
C40H25O4S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H25O5S1N2P1,0,0,0,0,0,0,0,0,0,0
C40H25O6S1N3,0,0,0,0,0,0,0,0,0,0
C40H25O7N3,0,0,0,0,0,0,0,0,0,0
C40H25O7S1P1,0,0,0,0,0,0,0,0,0,0
C40H26O1S1N3P1,0,0,0,0,0,0,0,0,0,0
C40H26O10S2N1P1,0,0,0,0,0,0,0,0,0,0
C40H26O11S1N3P1,0,0,0,0,0,0,0,0,0,0
C40H26O11S2N1P1,0,0,0,0,0,0,0,0,0,0
C40H26O12,0,0,0,0,0,0,0,0,0,0
C40H26O12S1N3P1,0,0,0,0,0,0,0,0,0,0
C40H26O13S1N3P1,0,0,0,0,0,0,0,0,0,0
C40H26O13S2N1P1,0,0,0,0,0,0,0,0,0,0
C40H26O14S1N3P1,0,0,0,0,0,0,0,0,0,0
