cell_id	sample_id	stage	sequencing_batch	theiler_stage	evaluation_split
cell_00855	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00856	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00857	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00858	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00859	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00860	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00861	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00862	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00863	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00864	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00865	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00866	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00867	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00868	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00869	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00870	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00871	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00872	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00873	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00874	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00875	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00876	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00877	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00878	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00879	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00880	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00881	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00882	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00883	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00884	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00885	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00886	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00887	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00888	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00889	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00890	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00891	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00892	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00893	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00894	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00895	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00896	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00897	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00898	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00899	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00900	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00901	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00902	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00903	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00904	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00905	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00906	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00907	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00908	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00909	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00910	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00911	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00912	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00913	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00914	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00915	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00916	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00917	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00918	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00919	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00920	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00921	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00922	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00923	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00924	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00925	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00926	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00927	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00928	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00929	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00930	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00931	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00932	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00933	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00934	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00935	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00936	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00937	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00938	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00939	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00940	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00941	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00942	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00943	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00944	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00945	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00946	sample_984f7a5f457a	E7.5	batch_296560d7244c	TS11	training
cell_00947	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00948	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00949	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00950	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00951	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00952	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00953	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00954	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00955	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00956	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00957	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00958	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00959	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00960	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00961	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00962	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00963	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00964	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00965	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00966	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00967	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00968	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00969	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00970	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00971	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00972	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00973	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00974	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00975	sample_15f8af97392f	E7.5	batch_296560d7244c	TS11	training
cell_00976	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00977	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00978	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00979	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00980	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00981	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00982	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00983	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00984	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00985	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00986	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00987	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00988	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00989	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00990	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00991	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00992	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00993	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00994	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00995	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00996	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00997	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00998	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_00999	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01000	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01001	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01002	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01003	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01004	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01005	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01006	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01007	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01008	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01009	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01010	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01011	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01012	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01013	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01014	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01015	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01016	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01017	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01018	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01019	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01020	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01021	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01022	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01023	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01024	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01025	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01026	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01027	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01028	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01029	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01030	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01031	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01032	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01033	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01034	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01035	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01036	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01037	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01038	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01039	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01040	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01041	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01042	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01043	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01044	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01045	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01046	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01047	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01048	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01049	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01050	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01051	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01052	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01053	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01054	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01055	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01056	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01057	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01058	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01059	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01060	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01061	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01062	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01063	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01064	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01065	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01066	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01067	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01068	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01069	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01070	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01071	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01072	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01073	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01074	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01075	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01076	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01077	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01078	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01079	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01080	sample_f1ad01452e1c	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01081	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01082	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01083	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01084	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01085	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01086	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01087	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01088	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01089	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01090	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01091	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01092	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01093	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01094	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01095	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01096	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01097	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01098	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01099	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01100	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01101	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01102	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01103	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01104	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01105	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01106	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01107	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01108	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01109	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01110	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01111	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01112	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01113	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01114	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01115	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01116	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01117	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01118	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01119	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01120	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01121	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01122	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01123	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01124	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01125	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01126	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01127	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01128	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01129	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01130	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01131	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01132	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01133	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01134	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01135	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01136	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01137	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01138	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01139	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01140	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01141	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01142	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01143	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01144	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01145	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01146	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01147	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01148	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01149	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01150	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01151	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01152	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01153	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01154	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01155	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01156	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01157	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01158	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01159	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01160	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01161	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01162	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01163	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01164	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01165	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01166	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01167	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01168	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01169	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01170	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01171	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01172	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01173	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01174	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
