accession,assembly_accession,base_count,first_public,set_fasta_ftp
CAAFDU010000000,GCA_900761705,1990983,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFDU01.fasta.gz
CAAFDV010000000,GCA_900761715,2933905,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFDV01.fasta.gz
CAAFDW010000000,GCA_900761695,2898534,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFDW01.fasta.gz
CAAFDX010000000,GCA_900761735,2209635,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFDX01.fasta.gz
CAAFDY010000000,GCA_900761685,2396863,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFDY01.fasta.gz
CAAFDZ010000000,GCA_900761755,1555880,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFDZ01.fasta.gz
CAAFEA010000000,GCA_900761745,1495322,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEA01.fasta.gz
CAAFEB010000000,GCA_900761765,1644369,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEB01.fasta.gz
CAAFEC010000000,GCA_900761545,1990373,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEC01.fasta.gz
CAAFED010000000,GCA_900761775,1431130,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFED01.fasta.gz
CAAFEE010000000,GCA_900761785,8296673,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEE01.fasta.gz
CAAFEF010000000,GCA_900761795,2139593,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEF01.fasta.gz
CAAFEG010000000,GCA_900761805,2111721,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEG01.fasta.gz
CAAFEH010000000,GCA_900761815,2836153,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEH01.fasta.gz
CAAFEI010000000,GCA_900761855,3322446,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEI01.fasta.gz
CAAFEJ010000000,GCA_900761845,1085508,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEJ01.fasta.gz
CAAFEK010000000,GCA_900761865,1848256,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEK01.fasta.gz
CAAFEL010000000,GCA_900761835,1690407,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEL01.fasta.gz
CAAFEM010000000,GCA_900761875,2531903,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEM01.fasta.gz
CAAFEN010000000,GCA_900761885,1766914,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEN01.fasta.gz
CAAFEO010000000,GCA_900761895,2635273,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEO01.fasta.gz
CAAFEP010000000,GCA_900761905,2214959,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEP01.fasta.gz
CAAFEQ010000000,GCA_900761935,1955837,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEQ01.fasta.gz
CAAFER010000000,GCA_900761925,2404180,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFER01.fasta.gz
CAAFES010000000,GCA_900761915,2025539,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFES01.fasta.gz
CAAFET010000000,GCA_900761955,1650266,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFET01.fasta.gz
CAAFEU010000000,GCA_900761965,1699555,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEU01.fasta.gz
CAAFEV010000000,GCA_900762005,2142222,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEV01.fasta.gz
CAAFEW010000000,GCA_900761975,1828806,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEW01.fasta.gz
CAAFEX010000000,GCA_900762015,1903702,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEX01.fasta.gz
CAAFEY010000000,GCA_900761995,2233075,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEY01.fasta.gz
CAAFEZ010000000,GCA_900762025,2121528,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFEZ01.fasta.gz
CAAFFA010000000,GCA_900761985,1925839,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFA01.fasta.gz
CAAFFB010000000,GCA_900762035,1853403,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFB01.fasta.gz
CAAFFC010000000,GCA_900762045,1679770,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFC01.fasta.gz
CAAFFD010000000,GCA_900762055,1994014,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFD01.fasta.gz
CAAFFE010000000,GCA_900762105,1710321,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFE01.fasta.gz
CAAFFF010000000,GCA_900762095,944691,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFF01.fasta.gz
CAAFFG010000000,GCA_900762075,1580542,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFG01.fasta.gz
CAAFFH010000000,GCA_900762085,1383870,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFH01.fasta.gz
CAAFFI010000000,GCA_900762065,2763963,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFI01.fasta.gz
CAAFFJ010000000,GCA_900762155,1766327,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFJ01.fasta.gz
CAAFFK010000000,GCA_900762145,2149217,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFK01.fasta.gz
CAAFFL010000000,GCA_900762125,2466924,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFL01.fasta.gz
CAAFFM010000000,GCA_900762135,2340864,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFM01.fasta.gz
CAAFFN010000000,GCA_900762165,1978822,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFN01.fasta.gz
CAAFFO010000000,GCA_900761945,1586321,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFO01.fasta.gz
CAAFFP010000000,GCA_900762195,2334653,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFP01.fasta.gz
CAAFFQ010000000,GCA_900762205,1317654,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFQ01.fasta.gz
CAAFFR010000000,GCA_900762245,2173466,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFR01.fasta.gz
CAAFFS010000000,GCA_900762225,853021,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFS01.fasta.gz
CAAFFT010000000,GCA_900762215,1663854,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFT01.fasta.gz
CAAFFU010000000,GCA_900762255,2383092,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFU01.fasta.gz
CAAFFV010000000,GCA_900762185,1348663,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFV01.fasta.gz
CAAFFW010000000,GCA_900762175,1418700,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFW01.fasta.gz
CAAFFX010000000,GCA_900762235,1653229,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFX01.fasta.gz
CAAFFY010000000,GCA_900762275,1588824,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFY01.fasta.gz
CAAFFZ010000000,GCA_900762285,2116492,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFFZ01.fasta.gz
CAAFGA010000000,GCA_900762265,2452306,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGA01.fasta.gz
CAAFGB010000000,GCA_900762295,1209550,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGB01.fasta.gz
CAAFGC010000000,GCA_900762305,1743612,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGC01.fasta.gz
CAAFGD010000000,GCA_900762395,1594903,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGD01.fasta.gz
CAAFGE010000000,GCA_900762355,2117693,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGE01.fasta.gz
CAAFGF010000000,GCA_900762335,1524353,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGF01.fasta.gz
CAAFGG010000000,GCA_900762325,2118625,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGG01.fasta.gz
CAAFGH010000000,GCA_900762385,3216844,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGH01.fasta.gz
CAAFGI010000000,GCA_900762405,1961251,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGI01.fasta.gz
CAAFGJ010000000,GCA_900762365,1504270,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGJ01.fasta.gz
CAAFGK010000000,GCA_900762315,3767547,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGK01.fasta.gz
CAAFGL010000000,GCA_900762375,1414212,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGL01.fasta.gz
CAAFGM010000000,GCA_900762345,2062133,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGM01.fasta.gz
CAAFGN010000000,GCA_900762455,2851630,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGN01.fasta.gz
CAAFGO010000000,GCA_900762435,2737489,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGO01.fasta.gz
CAAFGP010000000,GCA_900762445,2160199,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGP01.fasta.gz
CAAFGQ010000000,GCA_900762425,1504455,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGQ01.fasta.gz
CAAFGR010000000,GCA_900762465,2321256,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGR01.fasta.gz
CAAFGS010000000,GCA_900762485,2456909,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGS01.fasta.gz
CAAFGT010000000,GCA_900762475,2589662,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGT01.fasta.gz
CAAFGU010000000,GCA_900762505,2168032,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGU01.fasta.gz
CAAFGV010000000,GCA_900762495,3080391,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGV01.fasta.gz
CAAFGW010000000,GCA_900762525,6222077,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGW01.fasta.gz
CAAFGX010000000,GCA_900762555,1994536,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGX01.fasta.gz
CAAFGY010000000,GCA_900762545,2016700,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGY01.fasta.gz
CAAFGZ010000000,GCA_900762565,1475140,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFGZ01.fasta.gz
CAAFHA010000000,GCA_900762515,5104620,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHA01.fasta.gz
CAAFHB010000000,GCA_900762595,4503976,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHB01.fasta.gz
CAAFHC010000000,GCA_900762585,1711797,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHC01.fasta.gz
CAAFHD010000000,GCA_900762575,1486106,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHD01.fasta.gz
CAAFHE010000000,GCA_900762605,5094537,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHE01.fasta.gz
CAAFHF010000000,GCA_900762615,1780999,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHF01.fasta.gz
CAAFHG010000000,GCA_900762625,1703939,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHG01.fasta.gz
CAAFHH010000000,GCA_900762635,2257442,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHH01.fasta.gz
CAAFHI010000000,GCA_900762645,2258143,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHI01.fasta.gz
CAAFHJ010000000,GCA_900762655,1929423,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHJ01.fasta.gz
CAAFHK010000000,GCA_900762685,1695054,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHK01.fasta.gz
CAAFHL010000000,GCA_900762675,1749352,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHL01.fasta.gz
CAAFHM010000000,GCA_900762705,1093321,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHM01.fasta.gz
CAAFHN010000000,GCA_900762725,2370697,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHN01.fasta.gz
CAAFHO010000000,GCA_900762665,3787861,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHO01.fasta.gz
CAAFHP010000000,GCA_900762695,1876713,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHP01.fasta.gz
CAAFHQ010000000,GCA_900762745,2978883,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHQ01.fasta.gz
CAAFHR010000000,GCA_900762735,1760470,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHR01.fasta.gz
CAAFHS010000000,GCA_900762775,1388210,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHS01.fasta.gz
CAAFHT010000000,GCA_900762765,1635510,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHT01.fasta.gz
CAAFHU010000000,GCA_900762755,2308356,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHU01.fasta.gz
CAAFHV010000000,GCA_900762825,2192036,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHV01.fasta.gz
CAAFHW010000000,GCA_900762785,3869436,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHW01.fasta.gz
CAAFHX010000000,GCA_900762815,1310436,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHX01.fasta.gz
CAAFHY010000000,GCA_900762805,1489731,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHY01.fasta.gz
CAAFHZ010000000,GCA_900762855,1517889,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFHZ01.fasta.gz
CAAFIA010000000,GCA_900762865,1976713,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIA01.fasta.gz
CAAFIB010000000,GCA_900762875,1426940,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIB01.fasta.gz
CAAFIC010000000,GCA_900762835,1419438,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIC01.fasta.gz
CAAFID010000000,GCA_900762845,1866062,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFID01.fasta.gz
CAAFIE010000000,GCA_900762885,1390603,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIE01.fasta.gz
CAAFIF010000000,GCA_900762895,2222633,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIF01.fasta.gz
CAAFIG010000000,GCA_900762915,2105451,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIG01.fasta.gz
CAAFIH010000000,GCA_900762905,2047219,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIH01.fasta.gz
CAAFII010000000,GCA_900762715,2317714,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFII01.fasta.gz
CAAFIJ010000000,GCA_900762925,1683679,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIJ01.fasta.gz
CAAFIK010000000,GCA_900762935,1339558,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIK01.fasta.gz
CAAFIL010000000,GCA_900762955,2103273,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIL01.fasta.gz
CAAFIM010000000,GCA_900762965,2215926,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIM01.fasta.gz
CAAFIN010000000,GCA_900762945,1644912,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIN01.fasta.gz
CAAFIO010000000,GCA_900762975,2414842,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIO01.fasta.gz
CAAFIP010000000,GCA_900762985,2112237,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIP01.fasta.gz
CAAFIQ010000000,GCA_900762995,1542480,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIQ01.fasta.gz
CAAFIR010000000,GCA_900763015,1425022,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIR01.fasta.gz
CAAFIS010000000,GCA_900763035,1672081,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIS01.fasta.gz
CAAFIT010000000,GCA_900763005,2431527,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIT01.fasta.gz
CAAFIU010000000,GCA_900763025,1111568,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIU01.fasta.gz
CAAFIV010000000,GCA_900763045,2356498,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIV01.fasta.gz
CAAFIW010000000,GCA_900763065,1533031,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIW01.fasta.gz
CAAFIX010000000,GCA_900763055,1471894,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIX01.fasta.gz
CAAFIY010000000,GCA_900763095,1312981,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIY01.fasta.gz
CAAFIZ010000000,GCA_900763075,1639901,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFIZ01.fasta.gz
CAAFJA010000000,GCA_900763085,1823810,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJA01.fasta.gz
CAAFJB010000000,GCA_900763105,2053299,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJB01.fasta.gz
CAAFJC010000000,GCA_900763125,1797967,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJC01.fasta.gz
CAAFJD010000000,GCA_900763115,3888175,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJD01.fasta.gz
CAAFJE010000000,GCA_900763145,2081808,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJE01.fasta.gz
CAAFJF010000000,GCA_900763135,1432530,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJF01.fasta.gz
CAAFJG010000000,GCA_900763165,1774330,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJG01.fasta.gz
CAAFJH010000000,GCA_900763155,2458991,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJH01.fasta.gz
CAAFJI010000000,GCA_900763175,3225070,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJI01.fasta.gz
CAAFJJ010000000,GCA_900763185,1855163,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJJ01.fasta.gz
CAAFJK010000000,GCA_900763195,1269890,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJK01.fasta.gz
CAAFJL010000000,GCA_900763215,2121181,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJL01.fasta.gz
CAAFJM010000000,GCA_900763205,3448529,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJM01.fasta.gz
CAAFJN010000000,GCA_900763225,1718526,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJN01.fasta.gz
CAAFJO010000000,GCA_900763255,1681562,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJO01.fasta.gz
CAAFJP010000000,GCA_900763235,2325607,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJP01.fasta.gz
CAAFJQ010000000,GCA_900763245,1640193,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJQ01.fasta.gz
CAAFJR010000000,GCA_900763275,1569133,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJR01.fasta.gz
CAAFJS010000000,GCA_900763295,1157570,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJS01.fasta.gz
CAAFJT010000000,GCA_900763305,1131875,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJT01.fasta.gz
CAAFJU010000000,GCA_900763285,2085888,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJU01.fasta.gz
CAAFJV010000000,GCA_900763325,1692095,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJV01.fasta.gz
CAAFJW010000000,GCA_900763315,1382390,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJW01.fasta.gz
CAAFJX010000000,GCA_900763335,2030729,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJX01.fasta.gz
CAAFJY010000000,GCA_900763355,1533043,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJY01.fasta.gz
CAAFJZ010000000,GCA_900763345,3891165,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFJZ01.fasta.gz
CAAFKA010000000,GCA_900763375,3409613,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKA01.fasta.gz
CAAFKB010000000,GCA_900763365,3079614,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKB01.fasta.gz
CAAFKC010000000,GCA_900763395,2166556,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKC01.fasta.gz
CAAFKD010000000,GCA_900763385,2006352,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKD01.fasta.gz
CAAFKE010000000,GCA_900763405,2240726,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKE01.fasta.gz
CAAFKF010000000,GCA_900763425,1847870,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKF01.fasta.gz
CAAFKG010000000,GCA_900763475,1959166,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKG01.fasta.gz
CAAFKH010000000,GCA_900763455,2115303,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKH01.fasta.gz
CAAFKI010000000,GCA_900763445,1995982,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKI01.fasta.gz
CAAFKJ010000000,GCA_900763495,2142276,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKJ01.fasta.gz
CAAFKK010000000,GCA_900763435,2141670,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKK01.fasta.gz
CAAFKL010000000,GCA_900763415,3120555,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKL01.fasta.gz
CAAFKM010000000,GCA_900763465,1303716,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKM01.fasta.gz
CAAFKN010000000,GCA_900763485,2155205,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKN01.fasta.gz
CAAFKO010000000,GCA_900763515,2029050,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKO01.fasta.gz
CAAFKP010000000,GCA_900763535,1979134,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKP01.fasta.gz
CAAFKQ010000000,GCA_900763525,2396954,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKQ01.fasta.gz
CAAFKR010000000,GCA_900763555,1927350,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKR01.fasta.gz
CAAFKS010000000,GCA_900763545,2362121,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKS01.fasta.gz
CAAFKT010000000,GCA_900763565,1914476,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKT01.fasta.gz
CAAFKU010000000,GCA_900763575,2196597,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKU01.fasta.gz
