pair,Configuration,Pearson_r
hnRNPA2-NUP98,B (backbone-swapped),0.391554
hnRNPA2-NUP98,B (backbone-swapped),0.317147
hnRNPA2-NUP98,B (backbone-swapped),0.463699
hnRNPA2-NUP98,B (backbone-swapped),0.243622
hnRNPA2-NUP98,B (backbone-swapped),0.27365
hnRNPA2-NUP98,B (backbone-swapped),0.431305
hnRNPA2-NUP98,B (backbone-swapped),-0.080378
hnRNPA2-NUP98,B (backbone-swapped),0.024273
hnRNPA2-NUP98,B (backbone-swapped),0.183293
hnRNPA2-NUP98,B (backbone-swapped),-0.075826
hnRNPA2-NUP98,B (backbone-swapped),0.174966
hnRNPA2-NUP98,B (backbone-swapped),0.276163
hnRNPA2-NUP98,B (backbone-swapped),0.252762
hnRNPA2-NUP98,B (backbone-swapped),0.418131
hnRNPA2-NUP98,B (backbone-swapped),0.16591
hnRNPA2-NUP98,B (backbone-swapped),0.100804
hnRNPA2-NUP98,B (backbone-swapped),-0.04747
hnRNPA2-NUP98,B (backbone-swapped),-0.002472
hnRNPA2-TAF15(IDR1),A (original),0.423659
hnRNPA2-TAF15(IDR1),A (original),-0.596087
hnRNPA2-TAF15(IDR1),A (original),0.280365
hnRNPA2-TAF15(IDR1),A (original),-0.097938
hnRNPA2-TAF15(IDR1),B (backbone-swapped),0.539331
hnRNPA2-TAF15(IDR1),B (backbone-swapped),0.206064
hnRNPA2-TAF15(IDR1),B (backbone-swapped),0.265189
hnRNPA2-TAF15(IDR1),B (backbone-swapped),0.005133
hnRNPA2-TAF15(IDR1),B (backbone-swapped),0.571985
hnRNPA2-TAF15(IDR1),B (backbone-swapped),0.047404
hnRNPA2-TAF15(IDR1),B (backbone-swapped),0.327955
hnRNPA2-TAF15(IDR1),B (backbone-swapped),0.446547
hnRNPA2-TIA1,A (original),0.075734
hnRNPA2-TIA1,A (original),0.106218
hnRNPA2-TIA1,A (original),0.186111
hnRNPA2-TIA1,A (original),0.258653
hnRNPA2-TIA1,A (original),0.167603
hnRNPA2-TIA1,A (original),0.439151
hnRNPA2-TIA1,A (original),0.274473
hnRNPA2-TIA1,B (backbone-swapped),0.229629
hnRNPA2-TIA1,B (backbone-swapped),0.16039
hnRNPA2-TIA1,B (backbone-swapped),0.220725
hnRNPA2-TIA1,B (backbone-swapped),0.21109
hnRNPA2-TIA1,B (backbone-swapped),0.469541
hnRNPA2-TIA1,B (backbone-swapped),0.168734
hnRNPA2-TIA1,B (backbone-swapped),0.357472
hnRNPA2-TIA1,B (backbone-swapped),0.368249
hnRNPA2-TIA1,B (backbone-swapped),0.505816
hnRNPA2-TIA1,B (backbone-swapped),0.34273
hnRNPA2-TIA1,B (backbone-swapped),0.256165
hnRNPA2-TIA1,B (backbone-swapped),0.371206
hnRNPA2-TIA1,B (backbone-swapped),0.377994
hnRNPA2-TIA1,B (backbone-swapped),0.475167
hnRNPA2-TIA1,B (backbone-swapped),0.315503
hnRNPA2-TIA1,B (backbone-swapped),0.391459
hnRNPA2-TIA1,B (backbone-swapped),0.402042
hnRNPA2-TIA1,B (backbone-swapped),0.440943
hnRNPA2-TIA1,B (backbone-swapped),0.435011
hnRNPA2-TIA1,B (backbone-swapped),0.334992
hnRNPA2-TIA1,B (backbone-swapped),0.063421
hnRNPA2-TIA1,B (backbone-swapped),0.401082
hnRNPA2-TIA1,B (backbone-swapped),0.365272
hnRNPA2-TIA1,B (backbone-swapped),0.522082
hnRNPA2-TIA1,B (backbone-swapped),0.165477
hnRNPA2-TIA1,B (backbone-swapped),0.418374
hnRNPA2-TIA1,B (backbone-swapped),0.234078
hnRNPA2-TIA1,B (backbone-swapped),0.382824
hnRNPA2-TIA1,B (backbone-swapped),0.126252
hnRNPA2-TIA1,B (backbone-swapped),0.423257
hnRNPA2-TIA1,B (backbone-swapped),0.181485
hnRNPA2-TIA1,B (backbone-swapped),0.467014
hnRNPA2-TIA1,B (backbone-swapped),0.035498
hnRNPA2-TIA1,B (backbone-swapped),0.210462
hnRNPA2-TIA1,B (backbone-swapped),0.305929
hnRNPA2-TIA1,B (backbone-swapped),0.246553
hnRNPA2-TIA1,B (backbone-swapped),0.308371
hnRNPA3-NUP98,A (original),0.092261
hnRNPA3-NUP98,A (original),-0.009265
hnRNPA3-NUP98,A (original),0.0105
hnRNPA3-NUP98,B (backbone-swapped),0.153246
hnRNPA3-NUP98,B (backbone-swapped),0.079595
hnRNPA3-NUP98,B (backbone-swapped),0.015248
hnRNPA3-NUP98,B (backbone-swapped),0.151355
hnRNPA3-NUP98,B (backbone-swapped),-0.066494
hnRNPA3-NUP98,B (backbone-swapped),0.194781
hnRNPA3-NUP98,B (backbone-swapped),0.038023
hnRNPA3-NUP98,B (backbone-swapped),0.040105
hnRNPA3-NUP98,B (backbone-swapped),0.293966
hnRNPA3-NUP98,B (backbone-swapped),0.084426
hnRNPA3-NUP98,B (backbone-swapped),-0.147346
hnRNPA3-NUP98,B (backbone-swapped),-0.14435
TIA1-hnRNPA3,A (original),0.364459
TIA1-hnRNPA3,A (original),0.082798
TIA1-hnRNPA3,A (original),0.164813
TIA1-hnRNPA3,A (original),0.314606
TIA1-hnRNPA3,A (original),0.08625
TIA1-hnRNPA3,B (backbone-swapped),0.081491
TIA1-hnRNPA3,B (backbone-swapped),0.287783
TIA1-hnRNPA3,B (backbone-swapped),-0.005441
TIA1-hnRNPA3,B (backbone-swapped),0.197036
TIA1-hnRNPA3,B (backbone-swapped),0.340556
TIA1-hnRNPA3,B (backbone-swapped),0.357511
TIA1-hnRNPA3,B (backbone-swapped),-0.122092
TIA1-hnRNPA3,B (backbone-swapped),0.448053
TIA1-hnRNPA3,B (backbone-swapped),-0.006061
TIA1-hnRNPA3,B (backbone-swapped),0.070585
TIA1-hnRNPA3,B (backbone-swapped),0.082331
TIA1-hnRNPA3,B (backbone-swapped),0.058367
TIA1-hnRNPA3,B (backbone-swapped),0.125775
TIA1-hnRNPA3,B (backbone-swapped),0.210864
TIA1-hnRNPA3,B (backbone-swapped),0.212611
TIA1-hnRNPA3,B (backbone-swapped),0.118169
TIA1-hnRNPA3,B (backbone-swapped),0.26391
TIA1-hnRNPA3,B (backbone-swapped),0.092905
TIA1-hnRNPA3,B (backbone-swapped),0.008856
TIA1-hnRNPA3,B (backbone-swapped),0.171668
TIA1-hnRNPA3,B (backbone-swapped),0.47344
TIA1-hnRNPA3,B (backbone-swapped),0.391717
TIA1-hnRNPA3,B (backbone-swapped),0.402086
TIA1-hnRNPA3,B (backbone-swapped),0.495693
TIA1-hnRNPA3,B (backbone-swapped),-0.055425
TIA1-hnRNPA3,B (backbone-swapped),0.077771
TIA1-hnRNPA3,B (backbone-swapped),0.389096
TIA1-hnRNPA3,B (backbone-swapped),-0.022044
TIA1-hnRNPA3,B (backbone-swapped),0.183512
TIA1-hnRNPA3,B (backbone-swapped),0.310769
TIA1-hnRNPA3,B (backbone-swapped),0.325252
TIA1-hnRNPA3,B (backbone-swapped),0.275311
TIA1-hnRNPA3,B (backbone-swapped),0.316921
TIA1-hnRNPA3,B (backbone-swapped),-0.027072
TIA1-hnRNPA3,B (backbone-swapped),0.261508
TIA1-hnRNPA3,B (backbone-swapped),0.218551
TIA1-hnRNPA3,B (backbone-swapped),0.121017
TIA1-hnRNPA3,B (backbone-swapped),0.020703
TIA1-hnRNPA3,B (backbone-swapped),0.199834
TIA1-hnRNPA3,B (backbone-swapped),0.291241
TIA1-hnRNPA3,B (backbone-swapped),0.577713
TIA1-hnRNPA3,B (backbone-swapped),0.458693
TIA1-hnRNPA3,B (backbone-swapped),0.345127
TIA1-hnRNPA3,B (backbone-swapped),0.220422
TIA1-hnRNPA3,B (backbone-swapped),0.172902
TIA1-hnRNPA3,B (backbone-swapped),0.0098
TAF15(IDR1)-NUP98,A (original),-0.011544
TAF15(IDR1)-NUP98,A (original),0.036013
TAF15(IDR1)-NUP98,A (original),-0.010481
TAF15(IDR1)-NUP98,A (original),0.012197
TAF15(IDR1)-NUP98,A (original),4.7e-05
TAF15(IDR1)-NUP98,A (original),0.069655
TAF15(IDR1)-NUP98,A (original),0.071592
TAF15(IDR1)-NUP98,A (original),0.112642
TAF15(IDR1)-NUP98,A (original),0.100267
TAF15(IDR1)-NUP98,B (backbone-swapped),0.317303
TAF15(IDR1)-NUP98,B (backbone-swapped),-0.012429
TAF15(IDR1)-NUP98,B (backbone-swapped),0.306248
TAF15(IDR1)-NUP98,B (backbone-swapped),0.201045
TAF15(IDR1)-NUP98,B (backbone-swapped),0.323811
TAF15(IDR1)-NUP98,B (backbone-swapped),0.128781
TAF15(IDR1)-NUP98,B (backbone-swapped),0.513819
TAF15(IDR1)-NUP98,B (backbone-swapped),0.078634
TAF15(IDR1)-NUP98,B (backbone-swapped),-0.098344
TAF15(IDR1)-NUP98,B (backbone-swapped),0.029345
TAF15(IDR1)-NUP98,B (backbone-swapped),0.168004
TAF15(IDR1)-NUP98,B (backbone-swapped),0.022704
TAF15(IDR2)-NUP98,A (original),-0.016022
TAF15(IDR2)-NUP98,A (original),0.100702
TAF15(IDR2)-NUP98,A (original),0.039078
TAF15(IDR2)-NUP98,A (original),0.036468
TAF15(IDR2)-NUP98,A (original),0.054179
TAF15(IDR2)-NUP98,A (original),0.075126
TAF15(IDR2)-NUP98,A (original),0.009207
TAF15(IDR2)-NUP98,B (backbone-swapped),0.053691
TAF15(IDR2)-NUP98,B (backbone-swapped),0.006554
TAF15(IDR2)-NUP98,B (backbone-swapped),-0.165569
TAF15(IDR2)-NUP98,B (backbone-swapped),0.066287
TAF15(IDR2)-NUP98,B (backbone-swapped),0.093749
TAF15(IDR2)-NUP98,B (backbone-swapped),0.207872
TAF15(IDR2)-NUP98,B (backbone-swapped),-0.22969
TAF15(IDR2)-NUP98,B (backbone-swapped),0.053011
TAF15(IDR2)-NUP98,B (backbone-swapped),-0.019968
TAF15(IDR2)-NUP98,B (backbone-swapped),-0.086113
TAF15(IDR2)-NUP98,B (backbone-swapped),-0.174567
TIA1-NUP98,A (original),-0.010097
TIA1-NUP98,A (original),0.014987
TIA1-NUP98,A (original),0.202945
TIA1-NUP98,A (original),0.147792
TIA1-NUP98,A (original),0.242333
TIA1-NUP98,B (backbone-swapped),0.383762
TIA1-NUP98,B (backbone-swapped),0.336416
TIA1-NUP98,B (backbone-swapped),0.351247
TIA1-NUP98,B (backbone-swapped),0.218314
TIA1-NUP98,B (backbone-swapped),0.177518
TIA1-NUP98,B (backbone-swapped),0.263961
TIA1-NUP98,B (backbone-swapped),0.245854
TIA1-NUP98,B (backbone-swapped),0.055252
TIA1-NUP98,B (backbone-swapped),0.04349
TIA1-NUP98,B (backbone-swapped),0.002056
TIA1-NUP98,B (backbone-swapped),0.173584
TAF15(IDR1)-TIA1,A (original),0.183043
TAF15(IDR1)-TIA1,A (original),0.035469
TAF15(IDR1)-TIA1,A (original),0.389906
TAF15(IDR1)-TIA1,A (original),0.341461
TAF15(IDR1)-TIA1,A (original),0.401695
TAF15(IDR1)-TIA1,A (original),0.386891
TAF15(IDR1)-TIA1,A (original),0.282899
TAF15(IDR1)-TIA1,A (original),0.333623
TAF15(IDR1)-TIA1,A (original),0.443871
TAF15(IDR1)-TIA1,A (original),0.157889
TAF15(IDR1)-TIA1,A (original),0.391099
TAF15(IDR1)-TIA1,B (backbone-swapped),0.412525
TAF15(IDR1)-TIA1,B (backbone-swapped),0.485108
TAF15(IDR1)-TIA1,B (backbone-swapped),0.390399
TAF15(IDR1)-TIA1,B (backbone-swapped),0.486068
TAF15(IDR1)-TIA1,B (backbone-swapped),0.335966
TAF15(IDR1)-TIA1,B (backbone-swapped),0.490378
TAF15(IDR1)-TIA1,B (backbone-swapped),0.480588
TAF15(IDR1)-TIA1,B (backbone-swapped),0.337093
TAF15(IDR1)-TIA1,B (backbone-swapped),0.443378
TAF15(IDR1)-TIA1,B (backbone-swapped),0.315075
TAF15(IDR1)-TIA1,B (backbone-swapped),0.384694
TAF15(IDR1)-TIA1,B (backbone-swapped),0.33313
TAF15(IDR1)-TIA1,B (backbone-swapped),0.391442
TAF15(IDR1)-TIA1,B (backbone-swapped),0.403852
TAF15(IDR1)-TIA1,B (backbone-swapped),0.294715
TAF15(IDR1)-TIA1,B (backbone-swapped),0.389083
TAF15(IDR1)-TIA1,B (backbone-swapped),0.242296
TAF15(IDR2)-TIA1,A (original),0.140848
TAF15(IDR2)-TIA1,A (original),0.265337
TAF15(IDR2)-TIA1,A (original),0.19547
TAF15(IDR2)-TIA1,A (original),0.392405
TAF15(IDR2)-TIA1,A (original),0.449371
TAF15(IDR2)-TIA1,B (backbone-swapped),0.375466
TAF15(IDR2)-TIA1,B (backbone-swapped),0.24791
TAF15(IDR2)-TIA1,B (backbone-swapped),0.329141
TAF15(IDR2)-TIA1,B (backbone-swapped),0.398693
TAF15(IDR2)-TIA1,B (backbone-swapped),0.266129
TAF15(IDR2)-TIA1,B (backbone-swapped),0.360493
TAF15(IDR2)-TIA1,B (backbone-swapped),0.16061
TAF15(IDR2)-TIA1,B (backbone-swapped),0.273058
TAF15(IDR2)-TIA1,B (backbone-swapped),0.356284
TAF15(IDR2)-TIA1,B (backbone-swapped),0.454498
TAF15(IDR2)-TIA1,B (backbone-swapped),0.252784
TAF15(IDR2)-TIA1,B (backbone-swapped),0.274272
TAF15(IDR2)-TIA1,B (backbone-swapped),0.181101
TAF15(IDR2)-TIA1,B (backbone-swapped),0.451103
TAF15(IDR2)-TIA1,B (backbone-swapped),0.174387
TAF15(IDR2)-TIA1,B (backbone-swapped),0.183646
TAF15(IDR2)-TIA1,B (backbone-swapped),0.399096
TAF15(IDR2)-TIA1,B (backbone-swapped),0.343001
