drug,cell_line_id,observed_ic50
FORETINIB,SNU245,1.65539
FORETINIB,SNU308,4.06772
FORETINIB,SNU387,-0.106869
FORETINIB,SNU423,0.662221
FORETINIB,SNU449,0.972813
FORETINIB,SNU475,-0.966045
FORETINIB,SNU478,0.975271
FORETINIB,SNU5,-4.91583
FORETINIB,SNU601,1.95457
FORETINIB,SNU61,1.08418
FORETINIB,SNU620,-6.7523
FORETINIB,SNU626,1.8238
FORETINIB,SNU668,2.53904
FORETINIB,SNU685,1.66961
FORETINIB,SNU719,1.1329
FORETINIB,SNU738,1.08528
FORETINIB,SNU761,0.19461
FORETINIB,SNU8,2.21689
FORETINIB,SNU81,2.0271
FORETINIB,SNU840,2.33444
FORETINIB,SNU886,1.25441
FORETINIB,SNUC4,2.43631
FORETINIB,SNUC5,0.994141
FORETINIB,ST486,-1.40074
FORETINIB,SUDHL1,-0.0624023
FORETINIB,SUDHL4,0.246441
FORETINIB,SUDHL5,-2.48754
FORETINIB,SUDHL8,0.332128
FORETINIB,SUIT2,6.15159
FORETINIB,SUPM2,-1.55296
FORETINIB,SUPT1,0.65333
FORETINIB,SW1088,-0.162168
FORETINIB,SW1271,1.11086
FORETINIB,SW13,1.73811
FORETINIB,SW1463,2.07485
FORETINIB,SW156,0.490502
FORETINIB,SW1573,2.57848
FORETINIB,SW1990,2.24845
FORETINIB,SW579,-3.13322
FORETINIB,SW620,0.0241305
FORETINIB,SW626,1.49206
FORETINIB,SW837,0.272738
FORETINIB,SW954,-2.61678
FORETINIB,SW982,-0.678781
FORETINIB,T24,2.47266
FORETINIB,T47D,2.49294
FORETINIB,TC71,0.12259399999999998
FORETINIB,TCCPAN2,2.27081
FORETINIB,TE4,1.8833
FORETINIB,TE6,1.27279
FORETINIB,TE8,-0.33830855
FORETINIB,TE9,1.62908
FORETINIB,TF1,2.26962
FORETINIB,TGW,-1.46783
FORETINIB,THP1,0.294197
FORETINIB,TM31,2.10441
FORETINIB,TOV112D,0.2736
FORETINIB,TOV21G,1.2795
FORETINIB,TT2609C02,1.17413
FORETINIB,TTC709,-0.0801863
FORETINIB,TUHR4TKB,2.13193
FORETINIB,TYKNU,2.73265
FORETINIB,U118MG,0.068737
FORETINIB,U251MG,1.72764
FORETINIB,U2OS,0.989509
FORETINIB,UACC257,1.82831
FORETINIB,UACC62,1.665
FORETINIB,UACC893,3.12811
FORETINIB,UBLC1,1.11892
FORETINIB,UMUC1,0.269437
FORETINIB,UMUC3,2.52514
FORETINIB,UWB1289,0.616869
FORETINIB,VAESBJ,0.321105
FORETINIB,VCAP,0.799987
FORETINIB,VMCUB1,2.04226
FORETINIB,VMRCRCW,1.5723
FORETINIB,WM115,0.0332573
FORETINIB,WM793,1.83382
FORETINIB,WM88,1.14519
FORETINIB,WM983B,2.02103
FORETINIB,WSUNHL,-2.8459
FORETINIB,YAPC,2.23638
FORETINIB,YD15,1.1304
FORETINIB,YD38,1.95537
FORETINIB,YH13,-1.13545
FORETINIB,YKG1,0.575771
FORETINIB,ZR751,3.58149
FULVESTRANT,22RV1,8.5919
FULVESTRANT,2313287,10.5829
FULVESTRANT,42MGBA,5.88707
FULVESTRANT,639V,7.3067
FULVESTRANT,647V,5.33713
FULVESTRANT,697,4.14202
FULVESTRANT,769P,8.31377
FULVESTRANT,786O,6.00481
FULVESTRANT,8505C,7.99594
FULVESTRANT,8MGBA,4.7134
FULVESTRANT,A172,5.90276
FULVESTRANT,A2058,4.07319
FULVESTRANT,A253,4.0378
FULVESTRANT,A2780,4.28858
FULVESTRANT,A375,5.16894
FULVESTRANT,A388,4.80527
FULVESTRANT,A427,6.09909
FULVESTRANT,A549,4.26692
FULVESTRANT,ABC1,5.26754
FULVESTRANT,ACCMESO1,7.92007
FULVESTRANT,AGS,8.08696
FULVESTRANT,AM38,5.72968
FULVESTRANT,AMO1,3.72252
FULVESTRANT,ASPC1,6.33356
FULVESTRANT,BCPAP,4.7139
FULVESTRANT,BECKER,6.22991
FULVESTRANT,BFTC905,4.74949
FULVESTRANT,BFTC909,7.57885
FULVESTRANT,BHT101,8.38514
FULVESTRANT,BICR31,3.02176
FULVESTRANT,BICR78,5.0858
FULVESTRANT,BPH1,4.87017
FULVESTRANT,BXPC3,10.186
FULVESTRANT,C2BBE1,5.16721
FULVESTRANT,C33A,4.22709
FULVESTRANT,C4I,5.46942
FULVESTRANT,CA922,5.24064
FULVESTRANT,CADOES1,4.40296
FULVESTRANT,CAKI1,4.4158
FULVESTRANT,CAL12T,8.28804
FULVESTRANT,CAL29,4.82053
FULVESTRANT,CAL33,3.81167
FULVESTRANT,CAL51,8.5555
FULVESTRANT,CAL62,3.91527
FULVESTRANT,CAL72,6.05275
FULVESTRANT,CAL78,6.13421
FULVESTRANT,CALU6,4.85438
FULVESTRANT,CAMA1,14.1564
FULVESTRANT,CAOV3,1.8185
FULVESTRANT,CAPAN1,5.27516
FULVESTRANT,CAS1,7.57964
FULVESTRANT,CASKI,5.29426
FULVESTRANT,CFPAC1,8.39987
FULVESTRANT,CHAGOK1,4.17853
FULVESTRANT,CHP134,4.99382
FULVESTRANT,CHP212,3.99171
FULVESTRANT,CL11,5.46062
FULVESTRANT,CMLT1,7.93067
FULVESTRANT,COLO678,5.5531
FULVESTRANT,COLO679,5.54765
FULVESTRANT,COLO792,5.07577
FULVESTRANT,COLO800,4.40834
FULVESTRANT,COLO824,4.83754
FULVESTRANT,CORL105,9.52508
FULVESTRANT,CORL279,4.87496
FULVESTRANT,CORL311,5.0683
FULVESTRANT,D283MED,5.54907
FULVESTRANT,DANG,4.55964
FULVESTRANT,DAOY,12.0401
FULVESTRANT,DB,4.49646
FULVESTRANT,DBTRG05MG,5.75898
FULVESTRANT,DETROIT562,7.61533
FULVESTRANT,DKMG,4.53991
FULVESTRANT,DLD1,7.57151
FULVESTRANT,DMS53,4.7694
FULVESTRANT,DOTC24510,4.2151
FULVESTRANT,ECGI10,5.19868
FULVESTRANT,EFM19,5.81501
FULVESTRANT,EFO21,5.47353
FULVESTRANT,EFO27,4.7029
FULVESTRANT,EJM,5.30055
FULVESTRANT,EKVX,5.23469
FULVESTRANT,EM2,7.1293
FULVESTRANT,EN,5.35946
FULVESTRANT,EOL1,2.69888
FULVESTRANT,EPLC272H,4.57964
FULVESTRANT,ES2,6.38832
FULVESTRANT,ESO26,5.16605
FULVESTRANT,ESO51,4.92664
FULVESTRANT,ESS1,4.90313
FULVESTRANT,FADU,4.41961
FULVESTRANT,FARAGE,5.25155
FULVESTRANT,FLO1,4.47805
FULVESTRANT,FTC133,3.94568
FULVESTRANT,FU97,3.70928
FULVESTRANT,G292CLONEA141B1,5.34012
FULVESTRANT,G401,5.35155
FULVESTRANT,G402,4.77378
FULVESTRANT,GB1,8.50406
FULVESTRANT,GCT,5.75504
FULVESTRANT,GI1,5.23229
FULVESTRANT,GIMEN,4.67068
FULVESTRANT,GP5D,5.3165
FULVESTRANT,GSS,7.56576
FULVESTRANT,H4,6.83039
FULVESTRANT,HCC1187,4.47706
FULVESTRANT,HCC1395,7.99536
FULVESTRANT,HCC1419,4.78744
FULVESTRANT,HCC1428,5.94504
FULVESTRANT,HCC15,8.60689
FULVESTRANT,HCC1937,7.97639
FULVESTRANT,HCC202,4.75697
FULVESTRANT,HCC33,1.79991
FULVESTRANT,HCC366,8.18085
FULVESTRANT,HCC38,4.95575
FULVESTRANT,HCC44,8.62715
FULVESTRANT,HCC70,4.858
FULVESTRANT,HCC78,10.4764
FULVESTRANT,HEC1,5.24297
FULVESTRANT,HEC1B,9.8818
FULVESTRANT,HEC251,7.80821
FULVESTRANT,HEC265,7.62909
FULVESTRANT,HEC59,7.76201
FULVESTRANT,HEC6,7.94234
FULVESTRANT,HEL,7.45499
FULVESTRANT,HGC27,4.28948
FULVESTRANT,HMC18,7.67007
FULVESTRANT,HMVII,4.70064
FULVESTRANT,HO1U1,4.96238
FULVESTRANT,HOP62,5.71306
FULVESTRANT,HPAFII,9.79589
FULVESTRANT,HS683,3.54747
FULVESTRANT,HS746T,5.62581
FULVESTRANT,HSC2,5.41519
FULVESTRANT,HSC3,11.4913
FULVESTRANT,HSC4,3.75038
FULVESTRANT,HT,7.52416
FULVESTRANT,HT1080,5.3755
FULVESTRANT,HT1197,4.64214
FULVESTRANT,HT1376,6.01672
FULVESTRANT,HT144,4.43119
FULVESTRANT,HT3,4.63279
FULVESTRANT,HT55,4.31782
FULVESTRANT,HUCCT1,5.03006
FULVESTRANT,HUH1,4.35902
FULVESTRANT,HUH7,4.53448
FULVESTRANT,HUO9,5.72302
FULVESTRANT,HUPT3,4.18838
FULVESTRANT,HUPT4,4.55024
FULVESTRANT,IALM,5.27784
FULVESTRANT,IGR1,4.47063
FULVESTRANT,IGROV1,6.56836
FULVESTRANT,IHH4,4.03484
FULVESTRANT,IM95,4.53969
FULVESTRANT,IPC298,4.12835
FULVESTRANT,ISHIKAWAHERAKLIO02ER,7.28747
FULVESTRANT,ISTMES1,4.56694
FULVESTRANT,J82,4.96945
FULVESTRANT,JAR,2.86255
FULVESTRANT,JHH1,3.94852
FULVESTRANT,JHH2,4.79496
FULVESTRANT,JHH4,4.48276
FULVESTRANT,JHH6,3.91083
FULVESTRANT,JHH7,5.58663
FULVESTRANT,JHOC5,13.4245
FULVESTRANT,JHOS2,5.6621
FULVESTRANT,JHOS4,3.75301
FULVESTRANT,JIMT1,4.68168
FULVESTRANT,JJN3,4.36851
FULVESTRANT,JM1,4.63663
FULVESTRANT,JURKAT,8.64413
FULVESTRANT,JVM2,3.87913
FULVESTRANT,JVM3,7.60704
FULVESTRANT,K562,4.26085
FULVESTRANT,KALS1,6.22313
FULVESTRANT,KARPAS299,4.51689
FULVESTRANT,KARPAS422,5.51282
FULVESTRANT,KASUMI1,4.12633
FULVESTRANT,KATOIII,4.68246
FULVESTRANT,KCL22,8.08066
FULVESTRANT,KE37,5.41305
FULVESTRANT,KE39,13.4098
FULVESTRANT,KE97,5.50349
FULVESTRANT,KELLY,4.03928
FULVESTRANT,KIJK,7.53367
FULVESTRANT,KM12,5.56893
FULVESTRANT,KMM1,9.11816
FULVESTRANT,KMRC20,8.10147
FULVESTRANT,KMS26,5.72855
FULVESTRANT,KMS27,7.91598
FULVESTRANT,KNS62,6.0627
FULVESTRANT,KON,4.65822
FULVESTRANT,KOSC2,3.43281
FULVESTRANT,KP2,5.7475
FULVESTRANT,KP3,7.96703
FULVESTRANT,KPL1,7.22794
FULVESTRANT,KPNYN,3.72358
FULVESTRANT,KU1919,7.79299
FULVESTRANT,KU812,5.76359
FULVESTRANT,KYSE180,13.4388
FULVESTRANT,KYSE270,4.95611
FULVESTRANT,KYSE410,4.63469
FULVESTRANT,KYSE450,4.93619
FULVESTRANT,KYSE510,4.29885
FULVESTRANT,KYSE520,6.03384
FULVESTRANT,KYSE70,5.33843
FULVESTRANT,L1236,4.33445
FULVESTRANT,L363,4.47376
FULVESTRANT,L428,5.88475
FULVESTRANT,LCLC97TM1,4.05997
FULVESTRANT,LI7,7.94033
FULVESTRANT,LK2,4.05047
FULVESTRANT,LN18,7.20787
FULVESTRANT,LN229,8.22601
FULVESTRANT,LNCAPCLONEFGC,2.6898
FULVESTRANT,LOUNH91,4.80649
FULVESTRANT,LOVO,3.57984
FULVESTRANT,LP1,4.9694
FULVESTRANT,LS1034,4.65492
FULVESTRANT,LS123,4.90505
FULVESTRANT,LS180,7.81228
FULVESTRANT,LS411N,7.77644
FULVESTRANT,LU135,5.49613
FULVESTRANT,LU165,5.84337
FULVESTRANT,MC116,3.85689
FULVESTRANT,MCF7,6.45198
FULVESTRANT,MDAMB157,5.05789
FULVESTRANT,MDAMB231,5.77641
FULVESTRANT,MDAMB361,5.24517
FULVESTRANT,MDAMB415,6.81292
FULVESTRANT,MDAMB436,5.35558
FULVESTRANT,MDAMB453,6.62093
FULVESTRANT,MDST8,7.27767
FULVESTRANT,MELHO,7.98572
FULVESTRANT,MELJUSO,4.67683
FULVESTRANT,MFE296,8.63925
FULVESTRANT,MFE319,4.29484
FULVESTRANT,MFM223,5.14591
FULVESTRANT,MG63,5.18991
FULVESTRANT,MHHES1,10.8103
FULVESTRANT,MHHNB11,1.64794
FULVESTRANT,MIAPACA2,5.09023
FULVESTRANT,MKN45,7.46995
FULVESTRANT,MM1S,3.42518
FULVESTRANT,MOLM13,7.42038
FULVESTRANT,MORCPR,7.63306
FULVESTRANT,MPP89,5.27818
FULVESTRANT,MS751,7.76323
FULVESTRANT,MSTO211H,4.04708
FULVESTRANT,MV411,8.04588
FULVESTRANT,NALM6,7.84196
FULVESTRANT,NAMALWA,5.2939
FULVESTRANT,NB1,4.24024
FULVESTRANT,NB4,4.35237
FULVESTRANT,NCCIT,1.83908
FULVESTRANT,NCIH1048,4.52738
FULVESTRANT,NCIH1092,5.33181
FULVESTRANT,NCIH1155,7.53554
FULVESTRANT,NCIH1299,8.78292
FULVESTRANT,NCIH1355,4.93093
FULVESTRANT,NCIH1437,5.40762
FULVESTRANT,NCIH1568,6.20196
FULVESTRANT,NCIH1573,4.71166
FULVESTRANT,NCIH1581,5.51887
FULVESTRANT,NCIH1648,5.28053
FULVESTRANT,NCIH1650,4.41558
FULVESTRANT,NCIH1666,5.39087
FULVESTRANT,NCIH1693,5.86892
FULVESTRANT,NCIH1694,5.26127
FULVESTRANT,NCIH1792,4.92265
FULVESTRANT,NCIH1793,4.69793
FULVESTRANT,NCIH1836,3.65009
FULVESTRANT,NCIH1944,3.90672
FULVESTRANT,NCIH1975,4.65277
FULVESTRANT,NCIH2009,8.71997
FULVESTRANT,NCIH2023,4.23724
FULVESTRANT,NCIH2030,10.4965
FULVESTRANT,NCIH2052,5.42624
FULVESTRANT,NCIH2087,5.21956
FULVESTRANT,NCIH209,5.02407
FULVESTRANT,NCIH211,7.32344
FULVESTRANT,NCIH2110,5.09099
FULVESTRANT,NCIH2122,4.04958
FULVESTRANT,NCIH2170,5.49657
FULVESTRANT,NCIH2171,1.27123
FULVESTRANT,NCIH2172,3.94175
FULVESTRANT,NCIH226,4.56742
FULVESTRANT,NCIH23,4.96971
FULVESTRANT,NCIH2452,4.07482
FULVESTRANT,NCIH28,10.5486
FULVESTRANT,NCIH292,8.06439
FULVESTRANT,NCIH3122,4.03317
FULVESTRANT,NCIH358,8.35282
FULVESTRANT,NCIH441,8.01055
FULVESTRANT,NCIH446,5.33518
FULVESTRANT,NCIH460,8.1677
FULVESTRANT,NCIH520,6.04946
FULVESTRANT,NCIH526,8.21011
FULVESTRANT,NCIH650,8.1473
FULVESTRANT,NCIH661,4.51466
FULVESTRANT,NCIH716,4.74173
FULVESTRANT,NCIH727,9.56716
FULVESTRANT,NCIH841,5.20721
FULVESTRANT,NCIN87,10.2421
FULVESTRANT,NCO2,8.1169
FULVESTRANT,NH12,4.52283
FULVESTRANT,NMCG1,7.98139
FULVESTRANT,NOMO1,3.89277
FULVESTRANT,OAW28,6.12695
FULVESTRANT,OAW42,4.38769
FULVESTRANT,OCIAML2,4.24203
FULVESTRANT,OCIAML3,4.93453
FULVESTRANT,OE21,3.56875
FULVESTRANT,ONCODG1,8.28123
FULVESTRANT,ONS76,9.51802
FULVESTRANT,OPM2,5.32731
FULVESTRANT,OSC20,4.69982
FULVESTRANT,OSRC2,8.41864
FULVESTRANT,OUMS23,7.93049
FULVESTRANT,OV90,5.17959
FULVESTRANT,OVCAR8,7.02749
FULVESTRANT,OVISE,7.48244
FULVESTRANT,OVK18,4.68307
FULVESTRANT,OVTOKO,12.6394
FULVESTRANT,P30OHK,4.82596
FULVESTRANT,P31FUJ,6.9782
FULVESTRANT,PA1,4.51347
FULVESTRANT,PANC0327,6.0133
FULVESTRANT,PANC0403,6.4336
FULVESTRANT,PANC0813,5.32059
FULVESTRANT,PANC1005,5.0192
FULVESTRANT,PATU8902,5.03136
FULVESTRANT,PATU8988T,7.38613
FULVESTRANT,PC14,4.71074
FULVESTRANT,PC3,5.1628
FULVESTRANT,PECAPJ15,4.18907
FULVESTRANT,PEER,10.2418
FULVESTRANT,PEO1,6.45845
FULVESTRANT,PFSK1,4.49199
FULVESTRANT,RAJI,5.2876
FULVESTRANT,RCC10RGB,4.96636
FULVESTRANT,RCHACV,5.40414
FULVESTRANT,RD,5.98148
FULVESTRANT,REH,4.18999
FULVESTRANT,RERFGC1B,5.30926
FULVESTRANT,RERFLCAD1,6.9784
FULVESTRANT,RERFLCSQ1,5.42009
FULVESTRANT,RH30,4.9646
FULVESTRANT,RH41,8.43108
FULVESTRANT,RKN,4.47808
FULVESTRANT,RKO,5.83522
FULVESTRANT,RL,3.47587
FULVESTRANT,RL952,10.8001
FULVESTRANT,RMGI,4.3932
FULVESTRANT,RPMI7951,9.14505
FULVESTRANT,RPMI8226,3.97888
FULVESTRANT,RT112,6.58472
FULVESTRANT,RT4,5.4349
FULVESTRANT,SAOS2,4.49235
FULVESTRANT,SAS,4.3792
FULVESTRANT,SCC3,4.38556
FULVESTRANT,SF126,8.78368
FULVESTRANT,SF268,6.14165
FULVESTRANT,SF295,7.81103
FULVESTRANT,SF539,5.34369
FULVESTRANT,SHP77,11.3333
FULVESTRANT,SIHA,6.59817
FULVESTRANT,SIMA,5.50563
FULVESTRANT,SISO,4.8295
FULVESTRANT,SKGIIIA,5.44687
FULVESTRANT,SKGT2,5.79216
FULVESTRANT,SKGT4,5.63528
FULVESTRANT,SKHEP1,4.90297
FULVESTRANT,SKMEL2,4.27121
FULVESTRANT,SKMEL24,6.43317
FULVESTRANT,SKMEL30,4.38259
FULVESTRANT,SKMES1,4.64297
FULVESTRANT,SKMM2,5.83943
FULVESTRANT,SKN,4.64335
FULVESTRANT,SKNAS,7.47017
FULVESTRANT,SKNDZ,5.31181
FULVESTRANT,SKNFI,5.3685
FULVESTRANT,SKOV3,5.18223
FULVESTRANT,SKUT1,5.39379
FULVESTRANT,SNGM,4.28209
FULVESTRANT,SNU1,4.34027
FULVESTRANT,SNU1041,8.66055
FULVESTRANT,SNU1066,8.48193
FULVESTRANT,SNU1076,8.24908
FULVESTRANT,SNU1077,12.7132
FULVESTRANT,SNU1079,8.43612
FULVESTRANT,SNU182,9.65402
FULVESTRANT,SNU201,7.78362
FULVESTRANT,SNU213,6.98694
FULVESTRANT,SNU308,8.20667
FULVESTRANT,SNU387,5.40223
FULVESTRANT,SNU423,6.24766
FULVESTRANT,SNU449,5.88604
FULVESTRANT,SNU46,7.6396
FULVESTRANT,SNU478,7.659
FULVESTRANT,SNU5,7.64369
FULVESTRANT,SNU61,4.96924
FULVESTRANT,SNU620,7.42041
FULVESTRANT,SNU668,7.75755
FULVESTRANT,SNU719,13.2364
FULVESTRANT,SNU738,7.72027
FULVESTRANT,SNU8,7.91175
FULVESTRANT,SNU81,8.38041
FULVESTRANT,SNUC5,4.99828
FULVESTRANT,ST486,4.03067
FULVESTRANT,SUDHL1,6.92305
FULVESTRANT,SUDHL4,4.96556
FULVESTRANT,SUDHL5,3.51415
FULVESTRANT,SUDHL8,4.49008
FULVESTRANT,SUIT2,8.14571
FULVESTRANT,SUPM2,2.97082
FULVESTRANT,SUPT1,5.11882
FULVESTRANT,SW1088,4.96957
FULVESTRANT,SW1271,5.08313
FULVESTRANT,SW13,4.0062
FULVESTRANT,SW1463,4.88306
FULVESTRANT,SW156,4.43377
FULVESTRANT,SW1573,5.91114
FULVESTRANT,SW1990,5.89103
FULVESTRANT,SW620,6.36997
FULVESTRANT,SW626,5.04382
FULVESTRANT,SW837,5.73924
FULVESTRANT,SW954,3.61975
FULVESTRANT,SW982,5.13416
FULVESTRANT,T24,4.97581
FULVESTRANT,T47D,6.84691
FULVESTRANT,TC71,4.33458
FULVESTRANT,TE4,4.3136
FULVESTRANT,TE6,5.23678
FULVESTRANT,TE8,6.36842
FULVESTRANT,TE9,7.98251
FULVESTRANT,TGW,4.80584
FULVESTRANT,THP1,5.53833
FULVESTRANT,TOV112D,4.51625
FULVESTRANT,TOV21G,3.74628
FULVESTRANT,TT2609C02,5.66014
FULVESTRANT,TUHR4TKB,7.52511
FULVESTRANT,TYKNU,4.27807
FULVESTRANT,U118MG,5.87939
FULVESTRANT,U251MG,9.75891
FULVESTRANT,U2OS,10.582
FULVESTRANT,UACC257,4.47239
FULVESTRANT,UACC62,4.96304
FULVESTRANT,UACC893,5.62929
FULVESTRANT,UMUC3,5.18528
FULVESTRANT,UWB1289,4.42183
FULVESTRANT,VAESBJ,5.95715
FULVESTRANT,VCAP,5.16167
FULVESTRANT,VMCUB1,9.67625
FULVESTRANT,VMRCRCW,2.32393
FULVESTRANT,WM115,4.00091
FULVESTRANT,WM793,4.72352
FULVESTRANT,WSUNHL,4.79286
FULVESTRANT,YAPC,5.56208
FULVESTRANT,YD15,7.93748
FULVESTRANT,YD38,7.87857
FULVESTRANT,YH13,4.82622
FULVESTRANT,YKG1,4.54665
GEFITINIB,22RV1,4.08537
GEFITINIB,2313287,3.61401
GEFITINIB,253J,2.73365
GEFITINIB,253JBV,1.00801
GEFITINIB,42MGBA,2.62249
GEFITINIB,639V,4.48529
GEFITINIB,647V,3.58116
GEFITINIB,697,1.99508
GEFITINIB,769P,4.00274
GEFITINIB,786O,4.3993
GEFITINIB,8505C,3.40678
GEFITINIB,8MGBA,5.65706
GEFITINIB,A172,4.93246
GEFITINIB,A2058,2.70029
GEFITINIB,A253,4.65462
GEFITINIB,A2780,3.13673
GEFITINIB,A375,4.62452
GEFITINIB,A388,0.879879
GEFITINIB,A427,2.01783
GEFITINIB,A549,4.19374
GEFITINIB,ABC1,2.55134
GEFITINIB,ACCMESO1,4.85114
GEFITINIB,AGS,3.98879
GEFITINIB,AM38,3.99207
GEFITINIB,AML193,2.87401
GEFITINIB,AMO1,7.41876
GEFITINIB,ASPC1,5.47251
GEFITINIB,AU565,0.464264
GEFITINIB,BC3C,1.98696
GEFITINIB,BCPAP,3.44191
GEFITINIB,BECKER,5.25512
GEFITINIB,BFTC905,2.82716
GEFITINIB,BFTC909,4.10594
GEFITINIB,BHT101,4.28188
GEFITINIB,BICR16,4.65335
GEFITINIB,BICR31,3.19102
GEFITINIB,BICR56,0.550349
GEFITINIB,BICR6,7.8853
GEFITINIB,BPH1,-0.673439
GEFITINIB,BT12,6.9244
GEFITINIB,BXPC3,2.61949
GEFITINIB,C2BBE1,3.19544
GEFITINIB,C33A,2.12527
GEFITINIB,C4I,2.33349
GEFITINIB,CA922,-0.719831
GEFITINIB,CADOES1,3.20267
GEFITINIB,CAKI1,8.15436
GEFITINIB,CAKI2,5.00026
GEFITINIB,CAL12T,1.82001
GEFITINIB,CAL29,2.15217
GEFITINIB,CAL33,1.37401
GEFITINIB,CAL51,3.83085
GEFITINIB,CAL62,2.51412
GEFITINIB,CAL72,2.75732
GEFITINIB,CAL78,4.13592
GEFITINIB,CALU6,3.91542
GEFITINIB,CAMA1,4.60172
GEFITINIB,CAOV3,3.49963
GEFITINIB,CAPAN1,5.33435
GEFITINIB,CAS1,3.00387
GEFITINIB,CASKI,2.41521
GEFITINIB,CCFSTTG1,5.22744
GEFITINIB,CFPAC1,3.73941
GEFITINIB,CHAGOK1,5.19181
GEFITINIB,CHP134,3.03463
GEFITINIB,CHP212,4.10095
GEFITINIB,CL11,3.97169
GEFITINIB,CMLT1,2.69511
GEFITINIB,COLO320,3.47946
GEFITINIB,COLO678,4.52746
GEFITINIB,COLO679,3.05988
GEFITINIB,COLO792,2.64391
GEFITINIB,COLO800,4.4893
GEFITINIB,COLO824,2.79299
GEFITINIB,CORL105,-0.595165
GEFITINIB,CORL279,2.79031
GEFITINIB,CORL311,2.83789
GEFITINIB,COV362,4.99229
GEFITINIB,COV434,2.63292
GEFITINIB,D283MED,4.15409
GEFITINIB,DANG,7.17693
GEFITINIB,DAOY,3.88618
GEFITINIB,DB,0.847817
GEFITINIB,DBTRG05MG,3.86519
GEFITINIB,DETROIT562,4.08136
GEFITINIB,DKMG,3.5046
GEFITINIB,DLD1,3.98703
GEFITINIB,DMS53,2.69499
GEFITINIB,DOTC24510,2.54987
GEFITINIB,ECGI10,5.15281
GEFITINIB,EFE184,4.68271
GEFITINIB,EFM19,4.21475
GEFITINIB,EFO21,5.61476
GEFITINIB,EFO27,5.3271
GEFITINIB,EJM,4.86636
GEFITINIB,EKVX,0.886713
GEFITINIB,EM2,3.39452
GEFITINIB,EN,5.35033
GEFITINIB,EOL1,-0.383962
GEFITINIB,EPLC272H,2.09726
GEFITINIB,ES2,3.770455
GEFITINIB,ESO26,3.34648
GEFITINIB,ESO51,3.51517
GEFITINIB,ESS1,5.36137
GEFITINIB,F36P,3.35936
GEFITINIB,FADU,4.4401
GEFITINIB,FARAGE,2.31579
GEFITINIB,FLO1,3.18893
GEFITINIB,FTC133,5.55578
GEFITINIB,FU97,7.55284
GEFITINIB,G292CLONEA141B1,4.96788
GEFITINIB,G401,2.88173
GEFITINIB,G402,4.69395
GEFITINIB,GB1,4.11688
GEFITINIB,GCT,2.51849
GEFITINIB,GI1,2.17057
GEFITINIB,GIMEN,4.00326
GEFITINIB,GP5D,2.16958
GEFITINIB,GSS,2.57089
GEFITINIB,GSU,3.81782
GEFITINIB,H4,3.9499
GEFITINIB,HCC1187,2.92483
GEFITINIB,HCC1395,3.57507
GEFITINIB,HCC1419,2.61972
GEFITINIB,HCC1428,4.73581
GEFITINIB,HCC15,3.90671
GEFITINIB,HCC1937,4.10144
GEFITINIB,HCC202,5.30257
GEFITINIB,HCC33,2.99876
GEFITINIB,HCC366,3.38779
GEFITINIB,HCC38,8.08117
GEFITINIB,HCC44,3.60302
GEFITINIB,HCC56,5.74152
GEFITINIB,HCC70,3.47098
GEFITINIB,HCC78,4.16122
GEFITINIB,HCC95,0.180602
GEFITINIB,HDMYZ,4.72111
GEFITINIB,HEC1,3.62695
GEFITINIB,HEC151,4.96563
GEFITINIB,HEC1B,3.495
GEFITINIB,HEC251,3.58461
GEFITINIB,HEC265,4.67007
GEFITINIB,HEC50B,6.15554
GEFITINIB,HEC59,4.09192
GEFITINIB,HEC6,3.55751
GEFITINIB,HEL,3.33637
GEFITINIB,HEL9217,5.23838
GEFITINIB,HEPG2,3.83233
GEFITINIB,HEYA8,4.48372
GEFITINIB,HGC27,2.82819
GEFITINIB,HLF,4.28077
GEFITINIB,HMC18,3.65412
GEFITINIB,HMVII,2.72853
GEFITINIB,HO1U1,-0.736921
GEFITINIB,HOP62,3.11307
GEFITINIB,HPAFII,5.01275
GEFITINIB,HS294T,4.67695
GEFITINIB,HS683,2.62956
GEFITINIB,HS746T,4.23775
GEFITINIB,HS852T,4.94876
GEFITINIB,HS936T,3.35355
GEFITINIB,HS944T,4.30253
GEFITINIB,HSC2,1.5336
GEFITINIB,HSC3,1.6441
GEFITINIB,HSC4,0.93945
GEFITINIB,HT,3.26972
GEFITINIB,HT1080,4.59554
GEFITINIB,HT1197,5.10099
GEFITINIB,HT1376,2.47793
GEFITINIB,HT144,4.29716
GEFITINIB,HT3,2.75416
GEFITINIB,HT55,2.55127
GEFITINIB,HUCCT1,1.83148
GEFITINIB,HUH1,4.57519
GEFITINIB,HUH6,2.74318
GEFITINIB,HUH7,2.99734
GEFITINIB,HUO9,4.52361
GEFITINIB,HUPT3,5.24127
GEFITINIB,HUPT4,0.867109
GEFITINIB,IALM,3.76035
GEFITINIB,IGR1,2.69281
GEFITINIB,IGR39,4.91531
GEFITINIB,IGROV1,1.7069
GEFITINIB,IHH4,2.89271
GEFITINIB,IM95,2.43296
GEFITINIB,IPC298,2.79331
GEFITINIB,ISHIKAWAHERAKLIO02ER,4.2818
GEFITINIB,ISTMES1,4.52882
GEFITINIB,J82,5.23438
GEFITINIB,JAR,3.32368
GEFITINIB,JHH1,2.36069
GEFITINIB,JHH2,5.23768
GEFITINIB,JHH4,4.2954
