ID,Age_weeks,Date,FW_apex,UV,Lux,Time_assayed_1,Time_assayed_fraction_1,Alightments_1,Time_active_1,Distance_1,Time_assayed_2,Time_assayed_fraction_2,Alightments_2,Time_active_2,Distance_2,Raining,Noisy,Lux_scaled,UV_scaled,Time_assayed_fraction_mean,Alightments_mean,Time_active_mean,Distance_mean,Time_assayed_max,Time_assayed_fraction_max,Alightments_max,Time_active_max,Distance_max,Species,Sex,Diet,Eclosion_weight,FW_length,Longevity,Time_active_max_prop,Distance_max_prop
DL12,1,2022-06-15,TRUE,5.9,30200,10:06:00,0.4208,1,4.57,508,10:25:00,0.434,2,16.19,1208.0,FALSE,FALSE,2.1120131961402877,-0.10515079214221162,0.4274,1.5,10.38,858.0,10:25:00,0.434,2,16.19,1208.0,Dryas,F,PF,0.219,44,31,0.3597777777777778,0.9292307692307692
DL16,1,2022-06-15,TRUE,5.9,30200,10:09:00,0.4229,3,23.19,412,10:28:00,0.4361,1,2.68,35.0,FALSE,FALSE,2.1120131961402877,-0.10515079214221162,0.4295,2.0,12.935,223.5,10:09:00,0.4229,3,23.19,412.0,Dryas,F,PD,0.197,42,30,0.5153333333333333,0.3169230769230769
DL15,1,2022-06-15,TRUE,5.9,30200,10:12:00,0.425,1,9.48,960,10:31:00,0.4382,1,30.52,133.0,FALSE,FALSE,2.1120131961402877,-0.10515079214221162,0.4316,1.0,20.0,546.5,10:31:00,0.4382,1,30.52,133.0,Dryas,F,PD,0.167,40,29,0.6782222222222222,0.10230769230769231
HL38,7,2022-06-15,FALSE,5.9,30200,10:16:00,0.4278,1,15.9,657,10:34:00,0.4403,1,8.75,240.0,FALSE,FALSE,2.1120131961402877,-0.10515079214221162,0.43405000000000005,1.0,12.325,448.5,10:16:00,0.4278,1,15.9,657.0,Hecale,F,PD,0.264,45,76,0.35333333333333333,0.5053846153846154
HL45,7,2022-06-15,TRUE,5.9,30200,10:19:00,0.4299,1,2.28,205,10:38:00,0.4431,1,5.72,663.0,FALSE,FALSE,2.1120131961402877,-0.10515079214221162,0.4365,1.0,4.0,434.0,10:38:00,0.4431,1,5.72,663.0,Hecale,F,PD,0.248,45,106,0.12711111111111112,0.51
DL17,1,2022-06-15,TRUE,5.9,30200,10:22:00,0.4319,2,3.09,52,10:39:00,0.4438,2,30.7,1062.0,FALSE,FALSE,2.1120131961402877,-0.10515079214221162,0.43784999999999996,2.0,16.895,557.0,10:39:00,0.4438,2,30.7,1062.0,Dryas,F,PD,0.187,41,7,0.6822222222222222,0.816923076923077
DL13,1,2022-06-15,TRUE,5.9,30200,10:24:00,0.4333,1,38.16,480,10:41:00,0.4451,1,6.66,554.0,FALSE,FALSE,2.1120131961402877,-0.10515079214221162,0.43920000000000003,1.0,22.409999999999997,517.0,10:24:00,0.4333,1,38.16,480.0,Dryas,F,PD,0.248,47,20,0.848,0.36923076923076925
HL17,9,2022-06-15,TRUE,5.9,3860,11:08:00,0.4639,3,32.2,598,11:24:00,0.475,1,7.21,610.0,FALSE,FALSE,-0.7646154131961551,-0.10515079214221162,0.46945,2.0,19.705000000000002,604.0,11:08:00,0.4639,3,32.2,598.0,Hecale,M,PF,0.171,39,77,0.7155555555555556,0.46
DL14,1,2022-06-15,FALSE,5.9,3860,11:12:00,0.4667,0,45.0,465,11:28:00,0.4778,2,15.73,614.0,FALSE,FALSE,-0.7646154131961551,-0.10515079214221162,0.47225,1.0,30.365000000000002,539.5,11:12:00,0.4667,0,45.0,465.0,Dryas,M,PD,0.213,45,22,1.0,0.3576923076923077
HL59,3,2022-06-15,TRUE,5.9,3860,11:15:00,0.4688,1,14.46,589,11:30:00,0.4792,1,11.34,724.0,FALSE,FALSE,-0.7646154131961551,-0.10515079214221162,0.474,1.0,12.9,656.5,11:15:00,0.4688,1,14.46,589.0,Hecale,M,PD,0.279,44,41,0.32133333333333336,0.4530769230769231
DL7,3,2022-06-15,FALSE,5.9,3860,11:18:00,0.4708,1,2.06,50,11:39:00,0.4854,5,12.21,323.0,FALSE,FALSE,-0.7646154131961551,-0.10515079214221162,0.47809999999999997,3.0,7.135000000000001,186.5,11:39:00,0.4854,5,12.21,323.0,Dryas,M,PF,0.164,41,27,0.27133333333333337,0.24846153846153846
HL18,9,2022-06-15,FALSE,5.9,3860,11:20:00,0.4722,1,12.07,594,11:34:00,0.4819,1,12.82,1158.0,FALSE,FALSE,-0.7646154131961551,-0.10515079214221162,0.47705,1.0,12.445,876.0,11:34:00,0.4819,1,12.82,1158.0,Hecale,M,PF,0.192,40,77,0.2848888888888889,0.8907692307692308
DL19,1,2022-06-17,TRUE,5.0,5530,10:41:00,0.4451,1,19.13,242,11:14:00,0.4681,1,23.66,685.0,FALSE,FALSE,-0.5822323540620679,-0.8554953108169887,0.4566,1.0,21.395,463.5,11:14:00,0.4681,1,23.66,685.0,Dryas,M,PD,0.216,44,32,0.5257777777777778,0.5269230769230769
DL20,1,2022-06-17,TRUE,5.0,5530,10:46:00,0.4486,1,1.06,69,11:18:00,0.4708,1,8.33,404.0,FALSE,FALSE,-0.5822323540620679,-0.8554953108169887,0.4597,1.0,4.695,236.5,11:18:00,0.4708,1,8.33,404.0,Dryas,F,PF,0.157,40,23,0.18511111111111112,0.31076923076923074
HL24,9,2022-06-17,TRUE,5.0,5530,10:48:00,0.45,0,45.0,680,11:19:00,0.4715,1,1.98,166.0,FALSE,FALSE,-0.5822323540620679,-0.8554953108169887,0.46075,0.5,23.49,423.0,10:48:00,0.45,0,45.0,680.0,Hecale,F,PF,0.166,40,112,1.0,0.5230769230769231
HL47,7,2022-06-17,FALSE,5.0,5530,10:52:00,0.4528,1,2.08,144,11:23:00,0.4743,1,5.23,59.0,FALSE,FALSE,-0.5822323540620679,-0.8554953108169887,0.46355,1.0,3.6550000000000002,101.5,11:23:00,0.4743,1,5.23,59.0,Hecale,F,PD,0.289,40,74,0.11622222222222223,0.045384615384615384
HL21,9,2022-06-17,FALSE,5.0,5530,10:56:00,0.4556,1,9.16,500,11:26:00,0.4764,1,16.0,1267.0,FALSE,FALSE,-0.5822323540620679,-0.8554953108169887,0.46599999999999997,1.0,12.58,883.5,11:26:00,0.4764,1,16.0,1267.0,Hecale,M,PF,0.247,46,96,0.35555555555555557,0.9746153846153847
DL10,3,2022-06-17,FALSE,5.0,5530,11:00:00,0.4583,1,3.42,41,11:49:00,0.4924,2,6.74,5.0,TRUE,FALSE,-0.5822323540620679,-0.8554953108169887,0.47535,1.5,5.08,23.0,11:49:00,0.4924,2,6.74,5.0,Dryas,M,PF,0.239,42,24,0.1497777777777778,0.0038461538461538464
DL18,1,2022-06-17,TRUE,5.0,5530,11:03:00,0.4604,1,1.28,53,11:42:00,0.4875,1,1.13,65.0,TRUE,FALSE,-0.5822323540620679,-0.8554953108169887,0.47395,1.0,1.205,59.0,11:03:00,0.4604,1,1.28,53.0,Dryas,M,PD,0.186,43,50,0.028444444444444446,0.040769230769230766
HL50,7,2022-06-17,TRUE,5.0,5530,11:07:00,0.4632,1,12.05,997,11:51:00,0.4938,1,2.18,0.0,TRUE,FALSE,-0.5822323540620679,-0.8554953108169887,0.47850000000000004,1.0,7.115,498.5,11:07:00,0.4632,1,12.05,997.0,Hecale,M,PD,0.303,45,66,0.2677777777777778,0.7669230769230769
DL11,3,2022-06-17,TRUE,5.0,5530,11:10:00,0.4653,1,8.9,82,11:45:00,0.4896,1,12.49,70.0,TRUE,FALSE,-0.5822323540620679,-0.8554953108169887,0.47745,1.0,10.695,76.0,11:45:00,0.4896,1,12.49,70.0,Dryas,M,PF,0.2,43,26,0.27755555555555556,0.05384615384615385
HL4,11,2022-06-20,FALSE,5.5,5390,11:19:00,0.4715,1,20.33,110,11:28:00,0.4778,1,2.93,186.0,TRUE,FALSE,-0.5975219518337878,-0.43863724488655714,0.47465,1.0,11.629999999999999,148.0,11:19:00,0.4715,1,20.33,110.0,Hecale,F,PF,0.284,39,87,0.4517777777777777,0.08461538461538462
HL60,3,2022-06-20,TRUE,5.5,5390,11:16:00,0.4694,0,45.0,1240,11:26:00,0.4764,1,14.25,883.0,TRUE,FALSE,-0.5975219518337878,-0.43863724488655714,0.4729,0.5,29.625,1061.5,11:16:00,0.4694,0,45.0,1240.0,Hecale,F,PF,0.238,45,71,1.0,0.9538461538461539
HL61,3,2022-06-20,FALSE,5.5,5390,11:22:00,0.4736,1,11.58,36,11:30:00,0.4792,1,1.85,132.0,TRUE,FALSE,-0.5975219518337878,-0.43863724488655714,0.47640000000000005,1.0,6.715,84.0,11:22:00,0.4736,1,11.58,36.0,Hecale,F,PD,0.406,43,36,0.25733333333333336,0.027692307692307693
HL35,9,2022-06-22,FALSE,6.0,31800,11:29:00,0.4785,1,5.81,440,11:39:00,0.4854,1,8.06,599.0,FALSE,FALSE,2.286751456388515,-0.021779178956125616,0.48195,1.0,6.9350000000000005,519.5,11:39:00,0.4854,1,8.06,599.0,Hecale,F,PD,0.164,40,76,0.1791111111111111,0.46076923076923076
DL22,1,2022-06-22,TRUE,6.0,31800,11:33:00,0.4813,1,42.06,280,11:42:00,0.4875,1,8.46,66.0,FALSE,FALSE,2.286751456388515,-0.021779178956125616,0.4844,1.0,25.26,173.0,11:33:00,0.4813,1,42.06,280.0,Dryas,M,PF,0.177,40,41,0.9346666666666668,0.2153846153846154
HL33,9,2022-06-22,TRUE,6.0,31800,11:36:00,0.4833,1,11.95,1095,11:45:00,0.4896,1,1.92,187.0,FALSE,FALSE,2.286751456388515,-0.021779178956125616,0.48645,1.0,6.935,641.0,11:36:00,0.4833,1,11.95,1095.0,Hecale,M,PF,0.232,43,78,0.26555555555555554,0.8423076923076923
HL1,15,2022-06-24,FALSE,5.0,5920,10:55:00,0.4549,1,1.5,73,11:03:00,0.4604,1,5.03,159.0,FALSE,FALSE,-0.5396399031265624,-0.8554953108169887,0.45765,1.0,3.265,116.0,11:03:00,0.4604,1,5.03,159.0,Hecale,F,PF,0.142,37,119,0.11177777777777778,0.12230769230769231
HL8,11,2022-06-24,TRUE,5.0,5920,10:58:00,0.4569,1,29.9,398,11:04:00,0.4611,1,5.36,245.0,FALSE,FALSE,-0.5396399031265624,-0.8554953108169887,0.45899999999999996,1.0,17.63,321.5,10:58:00,0.4569,1,29.9,398.0,Hecale,F,PF,0.179,40,77,0.6644444444444444,0.30615384615384617
HL7,11,2022-06-24,FALSE,5.0,5920,11:01:00,0.459,3,28.04,368,11:07:00,0.4632,1,23.06,128.0,FALSE,FALSE,-0.5396399031265624,-0.8554953108169887,0.4611,2.0,25.549999999999997,248.0,11:01:00,0.459,3,28.04,368.0,Hecale,F,PF,0.182,40,119,0.6231111111111111,0.28307692307692306
HL13,11,2022-06-24,FALSE,5.0,2320,11:16:00,0.4694,2,6.09,255,11:30:00,0.4792,1,2.13,146.0,FALSE,FALSE,-0.932800988685074,-0.8554953108169887,0.4743,1.5,4.109999999999999,200.5,11:16:00,0.4694,2,6.09,255.0,Hecale,M,PF,0.286,40,81,0.13533333333333333,0.19615384615384615
HL12,11,2022-06-24,FALSE,5.0,2320,11:21:00,0.4729,1,4.23,379,11:32:00,0.4806,1,1.22,51.0,FALSE,FALSE,-0.932800988685074,-0.8554953108169887,0.47675,1.0,2.725,215.0,11:21:00,0.4729,1,4.23,379.0,Hecale,M,PF,0.134,37,76,0.09400000000000001,0.2915384615384615
HL5,11,2022-06-24,FALSE,5.0,2320,11:24:00,0.475,1,9.54,219,11:34:00,0.4819,1,1.94,130.0,FALSE,FALSE,-0.932800988685074,-0.8554953108169887,0.47845,1.0,5.739999999999999,174.5,11:24:00,0.475,1,9.54,219.0,Hecale,M,PF,0.211,40,83,0.212,0.16846153846153847
DL24,1,2022-06-24,TRUE,5.0,2320,11:26:00,0.4764,2,14.19,565,11:37:00,0.484,1,24.96,126.0,FALSE,FALSE,-0.932800988685074,-0.8554953108169887,0.48019999999999996,1.5,19.575,345.5,11:37:00,0.484,1,24.96,126.0,Dryas,M,PF,0.2,43,48,0.5546666666666666,0.09692307692307692
DL23,1,2022-06-24,TRUE,5.0,2320,11:28:00,0.4778,1,45.0,1243,11:39:00,0.4854,1,24.05,996.0,FALSE,FALSE,-0.932800988685074,-0.8554953108169887,0.48160000000000003,1.0,34.525,1119.5,11:28:00,0.4778,1,45.0,1243.0,Dryas,M,PD,0.185,40,32,1.0,0.9561538461538461
DL25,1,2022-06-27,TRUE,6.4,9040,10:24:00,0.4333,1,3.07,0,10:38:00,0.4431,1,1.91,70.0,FALSE,FALSE,-0.1989002956425191,0.31170727378821994,0.43820000000000003,1.0,2.4899999999999998,35.0,10:24:00,0.4333,1,3.07,0.0,Dryas,F,PF,0.244,43,18,0.06822222222222221,0.0
HL62,3,2022-06-27,TRUE,6.4,9040,10:27:00,0.4354,1,7.23,153,10:41:00,0.4451,1,19.34,1300.0,FALSE,FALSE,-0.1989002956425191,0.31170727378821994,0.44025000000000003,1.0,13.285,726.5,10:41:00,0.4451,1,19.34,1300.0,Hecale,M,PD,0.225,43,65,0.42977777777777776,1.0
HL55,7,2022-06-27,TRUE,6.4,9040,10:31:00,0.4382,1,6.64,340,10:44:00,0.4472,1,11.38,434.0,FALSE,FALSE,-0.1989002956425191,0.31170727378821994,0.4427,1.0,9.01,387.0,10:44:00,0.4472,1,11.38,434.0,Hecale,M,PD,0.168,40,59,0.2528888888888889,0.33384615384615385
HL15,11,2022-06-27,FALSE,6.4,9040,10:34:00,0.4403,1,2.72,196,10:48:00,0.45,1,5.37,396.0,FALSE,FALSE,-0.1989002956425191,0.31170727378821994,0.44515000000000005,1.0,4.045,296.0,10:48:00,0.45,1,5.37,396.0,Hecale,M,PF,0.27,47,86,0.11933333333333333,0.3046153846153846
HL63,3,2022-06-27,FALSE,6.4,9040,10:36:00,0.4417,1,36.82,0,10:51:00,0.4521,1,4.12,238.0,FALSE,FALSE,-0.1989002956425191,0.31170727378821994,0.44689999999999996,1.0,20.47,119.0,10:36:00,0.4417,1,36.82,0.0,Hecale,F,PD,0.236,45,63,0.8182222222222222,0.0
HL45,9,2022-06-29,FALSE,7.0,13500,11:00:00,0.4583,1,3.61,270,11:11:00,0.466,1,6.24,612.0,FALSE,FALSE,0.2881826047994146,0.8119369529047374,0.46215,1.0,4.925,441.0,11:11:00,0.466,1,6.24,612.0,Hecale,F,PD,0.248,45,106,0.13866666666666666,0.4707692307692308
DL12,3,2022-06-29,FALSE,7.0,13500,11:02:00,0.4597,1,44.5,942,11:14:00,0.4681,2,43.0,51.0,FALSE,FALSE,0.2881826047994146,0.8119369529047374,0.4639,1.5,43.75,496.5,11:02:00,0.4597,1,44.5,942.0,Dryas,F,PF,0.219,44,31,0.9888888888888889,0.7246153846153847
HL38,9,2022-06-29,FALSE,7.0,13500,11:05:00,0.4618,1,4.26,209,11:16:00,0.4694,1,2.48,116.0,FALSE,FALSE,0.2881826047994146,0.8119369529047374,0.4656,1.0,3.37,162.5,11:05:00,0.4618,1,4.26,209.0,Hecale,F,PD,0.264,45,76,0.09466666666666666,0.16076923076923078
DL16,3,2022-06-29,TRUE,7.0,13500,11:07:00,0.4632,2,8.13,511,11:20:00,0.4722,1,4.69,554.0,FALSE,FALSE,0.2881826047994146,0.8119369529047374,0.4677,1.5,6.41,532.5,11:07:00,0.4632,2,8.13,511.0,Dryas,F,PD,0.197,42,30,0.1806666666666667,0.3930769230769231
HL59,5,2022-06-29,TRUE,7.0,10850,11:38:00,0.4847,1,8.67,246,11:43:00,0.4882,1,6.44,70.0,FALSE,FALSE,-0.0012276387367119296,0.8119369529047374,0.48645000000000005,1.0,7.555,158.0,11:38:00,0.4847,1,8.67,246.0,Hecale,M,PD,0.279,44,41,0.19266666666666665,0.18923076923076923
DL15,3,2022-06-29,TRUE,7.0,10850,11:39:00,0.4854,1,1.23,0,11:48:00,0.4917,1,0.97,61.0,FALSE,FALSE,-0.0012276387367119296,0.8119369529047374,0.48855000000000004,1.0,1.1,30.5,11:39:00,0.4854,1,1.23,0.0,Dryas,F,PD,0.167,40,29,0.027333333333333334,0.0
DL14,3,2022-06-29,FALSE,7.0,10850,11:42:00,0.4875,4,6.28,133,11:52:00,0.4944,1,35.14,99.0,FALSE,FALSE,-0.0012276387367119296,0.8119369529047374,0.49095,2.5,20.71,116.0,11:52:00,0.4944,1,35.14,99.0,Dryas,M,PD,0.213,45,22,0.7808888888888889,0.07615384615384616
DL20,3,2022-07-01,FALSE,5.8,4600,10:49:00,0.4507,1,9.46,364,11:00:00,0.4583,3,20.47,114.0,FALSE,FALSE,-0.68379896783135,-0.1885224053282984,0.4545,2.0,14.965,239.0,11:00:00,0.4583,3,20.47,114.0,Dryas,F,PF,0.157,40,23,0.45488888888888884,0.0876923076923077
HL47,9,2022-07-01,FALSE,5.8,4600,10:53:00,0.4535,1,3.69,126,11:06:00,0.4625,1,4.89,182.0,TRUE,FALSE,-0.68379896783135,-0.1885224053282984,0.458,1.0,4.29,154.0,11:06:00,0.4625,1,4.89,182.0,Hecale,F,PD,0.289,40,74,0.10866666666666666,0.14
HL24,11,2022-07-01,TRUE,5.8,4600,10:57:00,0.4563,1,0.95,40,11:09:00,0.4646,1,3.07,251.0,TRUE,FALSE,-0.68379896783135,-0.1885224053282984,0.46045,1.0,2.01,145.5,11:09:00,0.4646,1,3.07,251.0,Hecale,F,PF,0.166,40,112,0.06822222222222221,0.1930769230769231
DL19,3,2022-07-01,FALSE,6.0,604,11:18:00,0.4708,1,5.09,131,11:27:00,0.4771,1,1.11,3.0,TRUE,FALSE,-1.1202077728012978,-0.021779178956125616,0.47395,1.0,3.1,67.0,11:18:00,0.4708,1,5.09,131.0,Dryas,M,PD,0.216,44,32,0.1131111111111111,0.10076923076923076
DL18,3,2022-07-01,TRUE,6.0,604,11:21:00,0.4729,1,1.88,110,11:29:00,0.4785,1,2.58,110.0,TRUE,FALSE,-1.1202077728012978,-0.021779178956125616,0.4757,1.0,2.23,110.0,11:29:00,0.4785,1,2.58,110.0,Dryas,M,PD,0.186,43,50,0.05733333333333333,0.08461538461538462
HL21,11,2022-07-01,FALSE,6.0,604,11:23:00,0.4743,1,21.46,1170,11:31:00,0.4799,1,2.51,137.0,TRUE,FALSE,-1.1202077728012978,-0.021779178956125616,0.47709999999999997,1.0,11.985,653.5,11:23:00,0.4743,1,21.46,1170.0,Hecale,M,PF,0.247,46,96,0.4768888888888889,0.9
DL26,1,2022-07-04,TRUE,5.0,3450,11:24:00,0.475,2,28.4,285,11:30:00,0.4792,1,12.29,354.0,TRUE,FALSE,-0.8093920923847634,-0.8554953108169887,0.47709999999999997,1.5,20.345,319.5,11:24:00,0.475,2,28.4,285.0,Dryas,M,PF,0.265,46,21,0.6311111111111111,0.21923076923076923
HL60,5,2022-07-04,TRUE,5.0,3450,11:25:00,0.4757,1,44.66,455,11:31:00,0.4799,1,14.43,1084.0,TRUE,FALSE,-0.8093920923847634,-0.8554953108169887,0.4778,1.0,29.544999999999998,769.5,11:25:00,0.4757,1,44.66,455.0,Hecale,F,PF,0.238,45,71,0.9924444444444444,0.35
HL66,1,2022-07-06,TRUE,5.0,4420,11:08:00,0.4639,1,4.43,212,11:16:00,0.4694,1,2.88,212.0,FALSE,FALSE,-0.7034570221092755,-0.8554953108169887,0.46665,1.0,3.655,212.0,11:08:00,0.4639,1,4.43,212.0,Hecale,F,PF,0.175,39,44,0.09844444444444443,0.16307692307692306
HL68,1,2022-07-06,TRUE,5.0,4420,11:11:00,0.466,1,1.71,155,11:18:00,0.4708,1,2.47,190.0,FALSE,FALSE,-0.7034570221092755,-0.8554953108169887,0.46840000000000004,1.0,2.09,172.5,11:18:00,0.4708,1,2.47,190.0,Hecale,F,PD,0.299,46,28,0.05488888888888889,0.14615384615384616
HL69,1,2022-07-06,TRUE,5.0,4420,11:13:00,0.4674,1,2.08,124,11:22:00,0.4736,1,2.64,45.0,FALSE,FALSE,-0.7034570221092755,-0.8554953108169887,0.47050000000000003,1.0,2.3600000000000003,84.5,11:22:00,0.4736,1,2.64,45.0,Hecale,F,PD,0.278,43,48,0.05866666666666667,0.03461538461538462
DL27,1,2022-07-06,TRUE,5.0,2490,11:32:00,0.4806,1,4.94,193,11:46:00,0.4903,1,8.63,52.0,FALSE,FALSE,-0.9142350485336997,-0.8554953108169887,0.48545000000000005,1.0,6.785,122.5,11:46:00,0.4903,1,8.63,52.0,Dryas,M,PF,0.189,42,24,0.1917777777777778,0.04
DL29,1,2022-07-06,TRUE,5.0,2490,11:38:00,0.4847,1,14.52,71,11:51:00,0.4938,0,45.0,729.0,FALSE,FALSE,-0.9142350485336997,-0.8554953108169887,0.48925,0.5,29.759999999999998,400.0,11:51:00,0.4938,0,45.0,729.0,Dryas,M,PD,0.188,42,29,1.0,0.5607692307692308
DL30,1,2022-07-06,FALSE,5.0,2490,11:39:00,0.4854,1,22.04,84,11:54:00,0.4958,1,13.47,266.0,FALSE,FALSE,-0.9142350485336997,-0.8554953108169887,0.49060000000000004,1.0,17.755,175.0,11:39:00,0.4854,1,22.04,84.0,Dryas,M,PD,0.193,42,22,0.48977777777777776,0.06461538461538462
HL67,1,2022-07-06,TRUE,5.0,2490,11:42:00,0.4875,1,15.16,786,12:09:00,0.5063,1,1.99,100.0,FALSE,FALSE,-0.9142350485336997,-0.8554953108169887,0.4969,1.0,8.575,443.0,11:42:00,0.4875,1,15.16,786.0,Hecale,M,PF,0.265,43,40,0.3368888888888889,0.6046153846153847
DL22,3,2022-07-06,TRUE,5.0,2490,11:45:00,0.4896,2,25.39,25,12:06:00,0.5042,1,14.07,617.0,FALSE,FALSE,-0.9142350485336997,-0.8554953108169887,0.4969,1.5,19.73,321.0,11:45:00,0.4896,2,25.39,25.0,Dryas,M,PF,0.177,40,41,0.5642222222222222,0.019230769230769232
HL1,17,2022-07-08,FALSE,5.0,5340,10:59:00,0.4576,1,3.4,228,11:10:00,0.4653,1,2.86,253.0,FALSE,FALSE,-0.6029825224665448,-0.8554953108169887,0.46145,1.0,3.13,240.5,10:59:00,0.4576,1,3.4,228.0,Hecale,F,PF,0.142,37,119,0.07555555555555556,0.1753846153846154
HL7,13,2022-07-08,FALSE,5.0,5340,11:01:00,0.459,3,44.5,1201,11:13:00,0.4674,0,45.0,117.0,FALSE,FALSE,-0.6029825224665448,-0.8554953108169887,0.4632,1.5,44.75,659.0,11:13:00,0.4674,0,45.0,117.0,Hecale,F,PF,0.182,40,119,1.0,0.09
DL35,1,2022-07-08,TRUE,5.0,5340,11:05:00,0.4618,1,2.84,270,11:15:00,0.4688,1,1.94,68.0,FALSE,FALSE,-0.6029825224665448,-0.8554953108169887,0.4653,1.0,2.3899999999999997,169.0,11:05:00,0.4618,1,2.84,270.0,Dryas,F,PD,0.247,42,35,0.0631111111111111,0.2076923076923077
DL34,1,2022-07-08,TRUE,5.0,5340,11:07:00,0.4632,1,0.91,36,11:17:00,0.4701,1,1.03,68.0,FALSE,FALSE,-0.6029825224665448,-0.8554953108169887,0.46665,1.0,0.97,52.0,11:17:00,0.4701,1,1.03,68.0,Dryas,F,PD,0.181,40,29,0.02288888888888889,0.052307692307692305
DL23,3,2022-07-08,TRUE,5.0,14080,11:28:00,0.4778,4,28.86,905,11:47:00,0.491,0,45.0,885.0,FALSE,FALSE,0.351525224139397,-0.8554953108169887,0.4844,2.0,36.93,895.0,11:47:00,0.491,0,45.0,885.0,Dryas,M,PD,0.185,40,32,1.0,0.6807692307692308
DL24,3,2022-07-08,TRUE,5.0,14080,11:30:00,0.4792,1,7.42,2,11:53:00,0.4951,1,12.62,722.0,FALSE,FALSE,0.351525224139397,-0.8554953108169887,0.48714999999999997,1.0,10.02,362.0,11:53:00,0.4951,1,12.62,722.0,Dryas,M,PF,0.2,43,48,0.28044444444444444,0.5553846153846154
HL72,1,2022-07-08,TRUE,5.0,14080,11:32:00,0.4806,1,9.43,246,11:57:00,0.4979,1,18.59,1061.0,FALSE,FALSE,0.351525224139397,-0.8554953108169887,0.48925,1.0,14.01,653.5,11:57:00,0.4979,1,18.59,1061.0,Hecale,M,PD,0.182,39,49,0.4131111111111111,0.8161538461538461
DL33,1,2022-07-08,TRUE,5.0,14080,11:35:00,0.4826,1,28.0,1184,11:58:00,0.4986,1,14.81,881.0,FALSE,FALSE,0.351525224139397,-0.8554953108169887,0.4906,1.0,21.405,1032.5,11:35:00,0.4826,1,28.0,1184.0,Dryas,M,PF,0.26,43,27,0.6222222222222222,0.9107692307692308
HL71,1,2022-07-08,TRUE,5.0,14080,11:38:00,0.4847,1,2.28,170,11:59:00,0.4993,1,2.04,94.0,FALSE,FALSE,0.351525224139397,-0.8554953108169887,0.492,1.0,2.16,132.0,11:38:00,0.4847,1,2.28,170.0,Hecale,M,PD,0.244,43,74,0.050666666666666665,0.13076923076923078
HL70,1,2022-07-08,TRUE,5.0,14080,11:40:00,0.4861,1,7.34,0,12:01:00,0.5007,1,8.5,782.0,TRUE,FALSE,0.351525224139397,-0.8554953108169887,0.4934,1.0,7.92,391.0,12:01:00,0.5007,1,8.5,782.0,Hecale,M,PF,0.217,42,19,0.18888888888888888,0.6015384615384616
DL32,1,2022-07-08,TRUE,5.0,14080,11:44:00,0.4889,1,13.53,1206,12:04:00,0.5028,1,4.13,85.0,TRUE,FALSE,0.351525224139397,-0.8554953108169887,0.49585,1.0,8.83,645.5,11:44:00,0.4889,1,13.53,1206.0,Dryas,M,PF,0.154,42,29,0.30066666666666664,0.9276923076923077
HL63,5,2022-07-11,FALSE,5.7,5540,11:39:00,0.4854,1,18.5,712,11:47:00,0.491,1,7.28,671.0,FALSE,FALSE,-0.5811402399355164,-0.2718940185143844,0.48819999999999997,1.0,12.89,691.5,11:39:00,0.4854,1,18.5,712.0,Hecale,F,PD,0.236,45,63,0.4111111111111111,0.5476923076923077
HL74,1,2022-07-11,TRUE,5.7,5540,11:42:00,0.4875,1,1.79,112,11:50:00,0.4931,1,2.11,0.0,FALSE,FALSE,-0.5811402399355164,-0.2718940185143844,0.49029999999999996,1.0,1.95,56.0,11:50:00,0.4931,1,2.11,0.0,Hecale,F,PF,0.249,44,35,0.04688888888888888,0.0
HL75,1,2022-07-11,TRUE,5.7,5540,11:45:00,0.4896,1,2.14,51,11:52:00,0.4944,1,2.74,74.0,FALSE,FALSE,-0.5811402399355164,-0.2718940185143844,0.492,1.0,2.4400000000000004,62.5,11:52:00,0.4944,1,2.74,74.0,Hecale,F,PD,0.176,41,40,0.060888888888888895,0.05692307692307692
HL62,5,2022-07-11,TRUE,6.0,18250,12:05:00,0.5035,1,5.25,405,12:10:00,0.5069,1,5.29,366.0,FALSE,FALSE,0.8069368149113395,-0.021779178956125616,0.5052,1.0,5.27,385.5,12:10:00,0.5069,1,5.29,366.0,Hecale,M,PD,0.225,43,65,0.11755555555555555,0.2815384615384615
HL77,1,2022-07-11,TRUE,6.0,18250,12:07:00,0.5049,1,28.03,731,12:13:00,0.509,1,28.94,1275.0,FALSE,FALSE,0.8069368149113395,-0.021779178956125616,0.50695,1.0,28.485,1003.0,12:13:00,0.509,1,28.94,1275.0,Hecale,M,PF,0.235,44,66,0.6431111111111112,0.9807692307692307
HL45,11,2022-07-13,FALSE,6.9,10690,11:53:00,0.4951,1,16.95,920,12:04:00,0.5028,1,32.26,1054.0,FALSE,FALSE,-0.018701464761534663,0.7285653397186515,0.49895,1.0,24.604999999999997,987.0,12:04:00,0.5028,1,32.26,1054.0,Hecale,F,PD,0.248,45,106,0.7168888888888888,0.8107692307692308
HL24,13,2022-07-15,FALSE,5.1,7540,11:08:00,0.4639,1,2.02,152,11:16:00,0.4694,1,1.38,63.0,FALSE,FALSE,-0.36271741462523227,-0.7721236976309027,0.46665,1.0,1.7,107.5,11:08:00,0.4639,1,2.02,152.0,Hecale,F,PF,0.166,40,112,0.04488888888888889,0.11692307692307692
