ID,Age_weeks,Date,Time_weighed,Time_weighed_fraction,Time_weighed_hours,Weight,Species,Sex,Diet,Eclosion_weight,FW_length,Longevity
HL78,0.0,2022-07-15,16:00:00,0.6667,16.0,0.216,Hecale,M,PF,0.216,42,3
HL94,0.0,2022-09-18,16:30:00,0.6875,16.5,0.159,Hecale,F,PF,0.159,40,3
HL64,0.0,2022-06-07,12:30:00,0.5208,12.5,0.237,Hecale,F,PD,0.237,45,2
HL41,0.0,2022-04-26,15:00:00,0.625,15.0,0.173,Hecale,F,PD,0.173,41,1
HL51,0.0,2022-04-30,12:00:00,0.5,12.0,0.246,Hecale,M,PD,0.246,40,1
HL65,0.0,2022-06-22,13:30:00,0.5625,13.5,0.126,Hecale,M,PF,0.126,40,1
DL18,0.0,2022-06-09,13:00:00,0.5417,13.0,0.186,Dryas,M,PD,0.186,43,50
DL24,0.0,2022-06-18,13:30:00,0.5625,13.5,0.2,Dryas,M,PF,0.2,43,48
DL61,0.0,2022-09-12,14:45:00,0.6146,14.75,0.19,Dryas,M,PD,0.19,41,42
DL84,0.0,2022-09-23,15:20:00,0.6389,15.33,0.14,Dryas,M,PF,0.14,39,42
DL22,0.0,2022-06-14,12:45:00,0.5313,12.75,0.177,Dryas,M,PF,0.177,40,41
DL72,0.0,2022-09-18,16:00:00,0.6667,16.0,0.172,Dryas,M,PF,0.172,40,41
DL50,0.0,2022-08-30,16:30:00,0.6875,16.5,0.287,Dryas,M,PD,0.287,47,38
DL73,0.0,2022-09-20,15:00:00,0.625,15.0,0.136,Dryas,F,PF,0.136,37,37
DL73T,0.0,2022-09-29,17:30:00,0.7292,17.5,0.183,Dryas,M,PD,0.183,41,37
DL35,0.0,2022-07-01,12:40:00,0.5278,12.67,0.247,Dryas,F,PD,0.247,42,35
DL75,0.0,2022-09-21,16:00:00,0.6667,16.0,0.123,Dryas,M,PD,0.123,36,35
DL100,0.0,2022-10-04,12:00:00,0.5,12.0,0.249,Dryas,F,PF,0.249,43,34
DL77T,0.0,2022-10-01,17:30:00,0.7292,17.5,0.14,Dryas,M,PD,0.14,39,34
DL99,0.0,2022-10-02,16:00:00,0.6667,16.0,0.203,Dryas,M,PF,0.203,43,34
DL19,0.0,2022-06-09,13:00:00,0.5417,13.0,0.216,Dryas,M,PD,0.216,44,32
DL23,0.0,2022-06-17,13:00:00,0.5417,13.0,0.185,Dryas,M,PD,0.185,40,32
DL89,0.0,2022-09-27,08:15:00,0.3438,8.25,0.141,Dryas,F,PF,0.141,39,32
DL90,0.0,2022-09-27,08:15:00,0.3438,8.25,0.135,Dryas,M,PF,0.135,40,32
DL101,0.0,2022-10-04,12:00:00,0.5,12.0,0.25,Dryas,F,PD,0.25,40,31
DL12,0.0,2022-06-07,14:40:00,0.6111,14.67,0.219,Dryas,F,PF,0.219,44,31
DL16,0.0,2022-06-08,12:45:00,0.5313,12.75,0.197,Dryas,F,PD,0.197,42,30
DL70T,0.0,2022-09-28,16:30:00,0.6875,16.5,0.151,Dryas,M,PD,0.151,39,30
DL102,0.0,2022-10-12,15:30:00,0.6458,15.5,0.201,Dryas,M,PF,0.201,44,29
DL15,0.0,2022-06-08,12:45:00,0.5313,12.75,0.167,Dryas,F,PD,0.167,40,29
DL29,0.0,2022-06-28,14:30:00,0.6042,14.5,0.188,Dryas,M,PD,0.188,42,29
DL32,0.0,2022-06-30,14:15:00,0.5938,14.25,0.154,Dryas,M,PF,0.154,42,29
DL34,0.0,2022-06-30,14:15:00,0.5938,14.25,0.181,Dryas,F,PD,0.181,40,29
DL43,0.0,2022-07-11,13:30:00,0.5625,13.5,0.206,Dryas,F,PF,0.206,42,29
DL44,0.0,2022-07-12,16:00:00,0.6667,16.0,0.085,Dryas,F,PD,0.085,31,29
DL72T,0.0,2022-09-29,17:30:00,0.7292,17.5,0.147,Dryas,M,PD,0.147,41,29
DL41,0.0,2022-07-11,13:30:00,0.5625,13.5,0.184,Dryas,M,PF,0.184,37,28
DL33,0.0,2022-06-30,14:15:00,0.5938,14.25,0.26,Dryas,M,PF,0.26,43,27
DL58,0.0,2022-09-06,14:30:00,0.6042,14.5,0.177,Dryas,M,PF,0.177,41,27
DL60,0.0,2022-09-12,14:45:00,0.6146,14.75,0.202,Dryas,M,PF,0.202,43,27
DL63,0.0,2022-09-13,16:00:00,0.6667,16.0,0.139,Dryas,F,PD,0.139,37,27
DL7,0.0,2022-05-24,13:30:00,0.5625,13.5,0.164,Dryas,M,PF,0.164,41,27
DL11,0.0,2022-05-27,13:30:00,0.5625,13.5,0.2,Dryas,M,PF,0.2,43,26
DL78T,0.0,2022-10-01,17:30:00,0.7292,17.5,0.193,Dryas,M,PD,0.193,42,25
DL10,0.0,2022-05-27,13:30:00,0.5625,13.5,0.239,Dryas,M,PF,0.239,42,24
DL27,0.0,2022-06-28,14:30:00,0.6042,14.5,0.189,Dryas,M,PF,0.189,42,24
DL56,0.0,2022-09-05,17:00:00,0.7083,17.0,0.156,Dryas,M,PD,0.156,40,24
DL57,0.0,2022-09-05,17:00:00,0.7083,17.0,0.102,Dryas,F,PD,0.102,33,24
DL20,0.0,2022-06-10,14:00:00,0.5833,14.0,0.157,Dryas,F,PF,0.157,40,23
DL94,0.0,2022-09-29,17:30:00,0.7292,17.5,0.183,Dryas,M,PD,0.183,41,23
DL37,0.0,2022-07-08,12:20:00,0.5139,12.33,0.205,Dryas,M,PD,0.205,41,22
DL46,0.0,2022-08-30,16:30:00,0.6875,16.5,0.169,Dryas,M,PF,0.169,40,22
DL5,0.0,2022-05-17,13:45:00,0.5729,13.75,0.173,Dryas,F,PD,0.173,50,22
DL51,0.0,2022-08-30,16:30:00,0.6875,16.5,0.14,Dryas,M,PD,0.14,38,22
DL120T,0.0,2022-10-06,14:00:00,0.5833,14.0,0.131,Dryas,M,PF,0.131,38,21
DL26,0.0,2022-06-27,13:15:00,0.5521,13.25,0.265,Dryas,M,PF,0.265,46,21
DL48,0.0,2022-08-30,16:30:00,0.6875,16.5,0.123,Dryas,M,PF,0.123,38,21
DL66,0.0,2022-09-16,15:30:00,0.6458,15.5,0.164,Dryas,M,PD,0.164,46,21
DL68,0.0,2022-09-16,15:30:00,0.6458,15.5,0.186,Dryas,M,PF,0.186,42,21
DL69,0.0,2022-09-17,14:30:00,0.6042,14.5,0.16,Dryas,M,PF,0.16,39,21
DL13,0.0,2022-06-07,14:40:00,0.6111,14.67,0.248,Dryas,F,PD,0.248,47,20
DL21,0.0,2022-06-13,,,,0.22,Dryas,F,PF,0.22,41,20
DL64,0.0,2022-09-15,16:45:00,0.6979,16.75,0.159,Dryas,M,PF,0.159,40,20
DL78,0.0,2022-09-22,17:30:00,0.7292,17.5,0.206,Dryas,M,PD,0.206,43,20
DL93,0.0,2022-09-29,17:30:00,0.7292,17.5,0.123,Dryas,M,PF,0.123,38,20
DL25,0.0,2022-06-20,13:00:00,0.5417,13.0,0.244,Dryas,F,PF,0.244,43,18
DL55,0.0,2022-09-01,15:00:00,0.625,15.0,0.089,Dryas,M,PD,0.089,35,17
DL76,0.0,2022-09-21,16:00:00,0.6667,16.0,0.101,Dryas,M,PD,0.101,35,17
DL70,0.0,2022-09-17,14:30:00,0.6042,14.5,0.151,Dryas,F,PF,0.151,37,16
DL81,0.0,2022-09-22,17:30:00,0.7292,17.5,0.125,Dryas,M,PD,0.125,38,16
DL86,0.0,2022-09-23,15:20:00,0.6389,15.33,0.196,Dryas,M,PD,0.196,42,16
DL79,0.0,2022-09-22,17:30:00,0.7292,17.5,0.18,Dryas,F,PD,0.18,40,15
DL104,0.0,2022-10-14,15:45:00,0.6563,15.75,0.181,Dryas,M,PF,0.181,43,13
DL1,0.0,2022-05-15,12:50:00,0.5347,12.83,0.22,Dryas,M,PF,0.22,41,12
DL53,0.0,2022-08-31,14:00:00,0.5833,14.0,0.119,Dryas,M,PD,0.119,37,12
DL88,0.0,2022-09-26,16:30:00,0.6875,16.5,0.183,Dryas,M,PD,0.183,42,11
DL92,0.0,2022-09-28,16:30:00,0.6875,16.5,0.299,Dryas,F,PD,0.299,44,11
DL103,0.0,2022-10-14,15:45:00,0.6563,15.75,0.108,Dryas,M,PF,0.108,37,10
DL38,0.0,2022-07-09,14:00:00,0.5833,14.0,0.133,Dryas,M,PD,0.133,38,9
DL95,0.0,2022-09-30,16:30:00,0.6875,16.5,0.163,Dryas,F,PF,0.163,38,9
DL47,0.0,2022-08-30,16:30:00,0.6875,16.5,0.115,Dryas,F,PF,0.115,34,8
DL31,0.0,2022-06-29,12:20:00,0.5139,12.33,0.204,Dryas,F,PF,0.204,41,7
DL44,0.0,2022-07-13,14:00:00,0.5833,14.0,0.181,Dryas,F,PF,0.181,39,7
DL6,0.0,2022-05-18,13:30:00,0.5625,13.5,0.2,Dryas,F,PF,0.2,40,6
DL87,0.0,2022-09-24,15:30:00,0.6458,15.5,0.142,Dryas,F,PD,0.142,38,6
DL98,0.0,2022-10-02,16:00:00,0.6667,16.0,0.223,Dryas,M,PF,0.223,44,6
DL28,0.0,2022-06-28,14:30:00,0.6042,14.5,0.201,Dryas,M,PF,0.201,42,5
DL82,0.0,2022-09-23,15:20:00,0.6389,15.33,0.102,Dryas,M,PF,0.102,34,3
DL83,0.0,2022-09-23,15:20:00,0.6389,15.33,0.205,Dryas,M,PF,0.205,41,3
DL59,0.0,2022-09-06,14:30:00,0.6042,14.5,0.167,Dryas,F,PD,0.167,38,2
DL8,0.0,2022-05-24,13:30:00,0.5625,13.5,0.165,Dryas,M,PD,0.165,41,2
DL2,0.0,2022-05-16,12:40:00,0.5278,12.67,0.277,Dryas,M,PD,0.277,41,1
DL39,0.0,2022-07-10,13:30:00,0.5625,13.5,0.1,Dryas,M,PD,0.1,34,1
HL68,0.0,2022-06-29,12:20:00,0.5139,12.33,0.299,Hecale,F,PD,0.299,46,28
HL23,0.0,2022-04-15,14:30:00,0.6042,14.5,0.209,Hecale,M,PD,0.209,44,11
HL26,0.0,2022-04-15,14:30:00,0.6042,14.5,0.2,Hecale,M,PD,0.2,42,11
HL29,0.0,2022-04-16,15:30:00,0.6458,15.5,0.179,Hecale,M,PD,0.179,38,10
HL34,0.0,2022-04-18,16:00:00,0.6667,16.0,0.162,Hecale,M,PD,0.162,41,8
HL37,0.0,2022-04-21,13:00:00,0.5417,13.0,0.221,Hecale,M,PD,0.221,40,5
HL8,0.0,2022-04-08,13:30:00,0.5625,13.5,0.179,Hecale,F,PF,0.179,40,77
HL12,0.0,2022-04-09,15:30:00,0.6458,15.5,0.134,Hecale,M,PF,0.134,37,76
HL87,0.0,2022-08-07,15:00:00,0.625,15.0,0.13,Hecale,M,PF,0.13,36,64
HL88,0.0,2022-08-07,15:00:00,0.625,15.0,0.129,Hecale,F,PF,0.129,35,53
HL97,0.0,2022-09-18,16:30:00,0.6875,16.5,0.146,Hecale,M,PF,0.146,39,51
HL99,0.0,2022-09-25,16:30:00,0.6875,16.5,0.131,Hecale,M,PF,0.131,38,44
HL44,0.0,2022-04-29,12:30:00,0.5208,12.5,0.183,Hecale,M,PD,0.183,40,21
DL67T,0.0,2022-09-28,16:30:00,0.6875,16.5,0.189,Dryas,M,PF,0.189,42,41
DL91,0.0,2022-09-27,08:15:00,0.3438,8.25,0.134,Dryas,M,PD,0.134,39,36
DL42,0.0,2022-07-11,13:30:00,0.5625,13.5,0.16,Dryas,M,PF,0.16,40,35
DL76T,0.0,2022-10-01,17:30:00,0.7292,17.5,0.161,Dryas,M,PD,0.161,42,34
DL80,0.0,2022-09-22,17:30:00,0.7292,17.5,0.195,Dryas,M,PF,0.195,42,34
DL85,0.0,2022-09-23,15:20:00,0.6389,15.33,0.165,Dryas,M,PD,0.165,40,33
DL126T,0.0,2022-10-08,17:00:00,0.7083,17.0,0.166,Dryas,M,PD,0.166,42,31
DL105,0.0,2022-10-14,15:45:00,0.6563,15.75,0.125,Dryas,M,PD,0.125,40,25
DL97,0.0,2022-10-02,16:00:00,0.6667,16.0,0.183,Dryas,F,PF,0.183,40,24
DL14,0.0,2022-06-07,14:40:00,0.6111,14.67,0.213,Dryas,M,PD,0.213,45,22
DL30,0.0,2022-06-28,14:30:00,0.6042,14.5,0.193,Dryas,M,PD,0.193,42,22
DL4,0.0,2022-05-17,13:45:00,0.5729,13.75,0.252,Dryas,F,PD,0.252,44,22
DL40,0.0,2022-07-10,13:30:00,0.5625,13.5,0.164,Dryas,F,PD,0.164,40,22
DL45,0.0,2022-08-30,16:30:00,0.6875,16.5,0.143,Dryas,M,PF,0.143,39,22
DL49,0.0,2022-08-30,16:30:00,0.6875,16.5,0.246,Dryas,F,PF,0.246,44,22
DL52,0.0,2022-08-30,16:30:00,0.6875,16.5,0.118,Dryas,M,PD,0.118,37,22
DL54,0.0,2022-09-01,15:00:00,0.625,15.0,0.186,Dryas,F,PF,0.186,40,22
DL65,0.0,2022-09-15,16:45:00,0.6979,16.75,0.132,Dryas,F,PD,0.132,37,22
DL96,0.0,2022-09-30,16:30:00,0.6875,16.5,0.175,Dryas,F,PD,0.175,39,21
DL79T,0.0,2022-10-01,17:30:00,0.7292,17.5,0.147,Dryas,M,PD,0.147,39,11
DL74,0.0,2022-09-20,15:00:00,0.625,15.0,0.095,Dryas,M,PF,0.095,30,10
DL62,0.0,2022-09-13,16:00:00,0.6667,16.0,0.18,Dryas,F,PF,0.18,46,9
DL77,0.0,2022-09-22,17:30:00,0.7292,17.5,0.198,Dryas,M,PF,0.198,44,8
DL9,0.0,2022-05-26,13:00:00,0.5417,13.0,0.214,Dryas,F,PF,0.214,42,8
DL17,0.0,2022-06-08,12:45:00,0.5313,12.75,0.187,Dryas,F,PD,0.187,41,7
DL3,0.0,2022-05-16,12:40:00,0.5278,12.67,0.186,Dryas,F,PF,0.186,41,7
DL67,0.0,2022-09-16,15:30:00,0.6458,15.5,0.2,Dryas,M,PD,0.2,42,7
DL36,0.0,2022-07-01,12:40:00,0.5278,12.67,0.145,Dryas,M,PD,0.145,34,0
DL71,0.0,2022-09-18,16:00:00,0.6667,16.0,0.144,Dryas,M,PD,0.144,38,0
