ID,Species_specific,Species,Sex,Eclosed,Released,Max_age,Last.sighted,Death,Notes
Cyd16,Cydno chioneus,H_cydno,M,2022-07-26,2022-07-26,6,2022-08-01,,
D5,Dryas,D_iulia,M,2022-07-26,2022-07-26,,#N/A,,
D6,Dryas,D_iulia,M,2022-07-26,2022-07-26,,#N/A,,
D7,Dryas,D_iulia,M,2022-07-27,2022-07-27,,#N/A,,
Ph10,Philaethria dido panamensis,P_dido,F,2022-07-27,2022-07-27,,#N/A,,
Ph11,Philaethria dido panamensis,P_dido,F,2022-07-27,2022-07-27,,#N/A,,
Eu33,Eueides isabella,E_isabella,F,2022-07-27,2022-07-27,,#N/A,,
H68,Hecale melicerta,H_hecale,F,2022-06-29,2022-07-27,40,2022-08-08,,"escaped PD longevity, found in garden on 27/7"
H51,Hecale melicerta,H_hecale,F,2022-05-10,2022-07-27,,#N/A,,cognitive
H107,Hecale melicerta,H_hecale,M,2022-06-28,2022-07-27,35,2022-08-02,,cognitive
H108,Hecale melicerta,H_hecale,F,2022-06-28,2022-07-27,,#N/A,,cognitive
Ph12,Philaethria dido panamensis,P_dido,M,2022-07-28,2022-07-28,,#N/A,,
D8,Dryas,D_iulia,F,2022-07-28,2022-07-28,7,2022-08-04,,
D9,Dryas,D_iulia,F,2022-07-28,2022-07-28,,#N/A,,
D10,Dryas,D_iulia,F,2022-07-28,2022-07-28,,#N/A,,
Ph13,Philaethria dido panamensis,P_dido,F,2022-07-29,2022-07-29,,#N/A,,
Ph14,Philaethria dido panamensis,P_dido,M,2022-07-31,2022-07-31,,#N/A,,
Eu34,Eueides isabella,E_isabella,F,2022-07-31,2022-07-31,,#N/A,,cognitive
H154,Hecale melicerta,H_hecale,M,2022-07-16,2022-07-31,,#N/A,,cognitive
H149,Hecale melicerta,H_hecale,F,2022-07-15,2022-07-31,,#N/A,,cognitive
H152,Hecale melicerta,H_hecale,F,2022-07-16,2022-07-31,24,#N/A,2022-08-09,cognitive
H150,Hecale melicerta,H_hecale,M,2022-07-15,2022-07-30,,#N/A,,cognitive
H105,Hecale melicerta,H_hecale,M,2022-06-28,2022-07-30,37,2022-08-04,,cognitive
H134,Hecale melicerta,H_hecale,F,2022-07-11,2022-07-30,24,2022-08-04,,cognitive
Eu35,Eueides isabella,E_isabella,F,2022-08-02,2022-08-02,,#N/A,,
Eu36,Eueides isabella,E_isabella,M,2022-08-02,2022-08-02,,#N/A,,
H101,Hecale melicerta,H_hecale,M,2022-06-25,2022-08-02,,#N/A,,cognitive
H155,Hecale melicerta,H_hecale,F,2022-07-17,2022-08-02,16,2022-08-02,,cognitive
H113,Hecale melicerta,H_hecale,M,2022-07-03,2022-08-02,44,2022-08-16,,cognitive
Eu37,Eueides isabella,E_isabella,F,2022-08-03,2022-08-03,,#N/A,,
Eu38,Eueides isabella,E_isabella,M,2022-08-03,2022-08-03,,#N/A,,
H63,Hecale melicerta,H_hecale,F,2022-05-18,2022-08-04,78,2022-08-04,,cognitive
Is157,Ismenius bouletti,H_ismenius,F,2022-07-18,2022-08-04,21,2022-08-08,,cognitive
H111,Hecale melicerta,H_hecale,F,2022-07-02,2022-08-04,45,2022-08-16,,cognitive
H114,Hecale melicerta,H_hecale,F,2022-07-04,2022-08-04,38,2022-08-11,,cognitive
Eu39,Eueides isabella,E_isabella,M,2022-08-05,2022-08-05,,#N/A,,
Eu40,Eueides isabella,E_isabella,F,2022-08-06,2022-08-06,,#N/A,,
Eu41,Eueides isabella,E_isabella,F,2022-08-06,2022-08-06,,#N/A,,
Eu42,Eueides isabella,E_isabella,F,2022-08-06,2022-08-06,,#N/A,,
Dd12,Dryadula,D_phaetusa,F,2022-08-06,2022-08-06,4,2022-08-10,,
Dd13,Dryadula,D_phaetusa,F,2022-08-06,2022-08-07,,#N/A,,
H161,Hecale melicerta,H_hecale,M,2022-07-23,2022-08-07,19,2022-08-11,,cognitive
H120,Hecale melicerta,H_hecale,F,2022-07-06,2022-08-07,41,2022-08-16,,cognitive
H122,Hecale melicerta,H_hecale,F,2022-07-07,2022-08-07,,#N/A,,cognitive
H119,Hecale melicerta,H_hecale,F,2022-07-05,2022-08-07,,#N/A,,cognitive
H128,Hecale melicerta,H_hecale,F,2022-07-09,2022-08-07,,#N/A,,cognitive
H129,Hecale melicerta,H_hecale,F,2022-07-09,2022-08-07,,#N/A,,cognitive
H116,Hecale melicerta,H_hecale,M,2022-07-04,2022-08-07,37,2022-08-10,,cognitive
H124,Hecale melicerta,H_hecale,M,2022-07-07,2022-08-07,54,2022-08-30,,cognitive
H121,Hecale melicerta,H_hecale,F,2022-07-06,2022-08-07,36,2022-08-11,,cognitive
Dd14,Dryadula,D_phaetusa,M,2022-08-08,2022-08-08,17,2022-08-25,,
Eu43,Eueides isabella,E_isabella,F,2022-08-08,2022-08-08,,#N/A,,
Eu44,Eueides isabella,E_isabella,F,2022-08-08,2022-08-08,,#N/A,,
Eu45,Eueides isabella,E_isabella,M,2022-08-08,2022-08-08,,#N/A,,
Eu46,Eueides isabella,E_isabella,F,2022-08-08,2022-08-08,,#N/A,,
H117,Hecale melicerta,H_hecale,F,2022-07-04,2022-08-08,,#N/A,,cognitive
H159,Hecale melicerta,H_hecale,F,2022-07-22,2022-08-08,,#N/A,,cognitive
H131,Hecale melicerta,H_hecale,M,2022-07-10,2022-08-08,78,2022-09-26,,cognitive
H125,Hecale melicerta,H_hecale,F,2022-07-08,2022-08-08,39,2022-08-16,,cognitive
H130,Hecale melicerta,H_hecale,F,2022-07-10,2022-08-08,,#N/A,,cognitive
Dd15,Dryadula,D_phaetusa,M,2022-08-09,2022-08-09,8,2022-08-17,,
Eu47,Eueides isabella,E_isabella,M,2022-08-10,2022-08-10,,#N/A,,
Eu48,Eueides isabella,E_isabella,M,2022-08-10,2022-08-10,,#N/A,,
H145,Hecale melicerta,H_hecale,M,2022-07-14,2022-08-12,47,2022-08-30,,cognitive
H146,Hecale melicerta,H_hecale,M,2022-07-14,2022-08-12,,#N/A,,cognitive
Hew9,Hewitsoni,H_hewitsoni,F,2022-08-15,2022-08-15,2,2022-08-17,,
Hew10,Hewitsoni,H_hewitsoni,M,2022-08-15,2022-08-15,15,2022-08-30,,
Hew11,Hewitsoni,H_hewitsoni,M,2022-08-15,2022-08-15,,#N/A,,
Hew12,Hewitsoni,H_hewitsoni,M,2022-08-15,2022-08-15,2,2022-08-17,,
Hew13,Hewitsoni,H_hewitsoni,M,2022-08-15,2022-08-15,,#N/A,,
Hew14,Hewitsoni,H_hewitsoni,M,2022-08-15,2022-08-15,15,2022-08-30,,
Sap48,Sapho sapho,H_sapho,M,2022-08-15,2022-08-15,,#N/A,,
Sap49,Sapho sapho,H_sapho,M,2022-08-15,2022-08-15,2,2022-08-17,,
Sap50,Sapho sapho,H_sapho,M,2022-08-15,2022-08-15,15,2022-08-30,,
Sap51,Sapho sapho,H_sapho,M,2022-08-15,2022-08-15,,#N/A,,
H78,Hecale melicerta,H_hecale,M,2022-06-14,2022-08-17,,#N/A,,cognitive
H144,Hecale melicerta,H_hecale,F,2022-07-14,2022-08-18,,#N/A,,cognitive
Dd16,Dryadula,D_phaetusa,M,2022-08-22,2022-08-22,8,2022-08-30,,
Eu49,Eueides isabella,E_isabella,M,2022-08-23,2022-08-23,,#N/A,,
H166,Hecale melicerta,H_hecale,F,2022-08-08,2022-08-23,,#N/A,,cognitive
H167,Hecale melicerta,H_hecale,F,2022-08-08,2022-08-24,,#N/A,,cognitive
H81,Hecale melicerta,H_hecale,F,2022-06-16,2022-08-29,,#N/A,,cognitive
Dd17,Dryadula,D_phaetusa,F,2022-08-30,2022-08-30,,#N/A,,
Dd18,Dryadula,D_phaetusa,F,2022-08-30,2022-08-30,,#N/A,,messed up abdomen
H83,Hecale melicerta,H_hecale,F,2022-06-17,2022-08-31,,#N/A,,cognitive
H85,Hecale melicerta,H_hecale,F,2022-06-19,2022-09-04,,#N/A,,cognitive
H96,Hecale melicerta,H_hecale,F,2022-06-21,2022-09-04,,#N/A,,cognitive
H86,Hecale melicerta,H_hecale,F,2022-06-19,2022-09-05,,#N/A,,cognitive
H87,Hecale melicerta,H_hecale,F,2022-06-19,2022-09-05,,#N/A,,cognitive
H88,Hecale melicerta,H_hecale,M,2022-06-19,2022-08-09,,#N/A,,cognitive
Eu50,Eueides isabella,E_isabella,M,2022-09-12,2022-09-12,,#N/A,,
Eu51,Eueides isabella,E_isabella,M,2022-09-13,2022-09-13,,#N/A,,
H170,Hecale melicerta,H_hecale,M,2022-09-13,2022-09-26,13,2022-09-26,,cognitive
Is8,Ismenius bouletti,H_ismenius,F,2022-09-25,2022-09-27,19,2022-10-14,,
Is9,Ismenius bouletti,H_ismenius,M,2022-09-25,2022-09-27,,#N/A,,
Sap52,Sapho sapho,H_sapho,F,2022-09-26,2022-09-27,42,2022-11-07,,
Sap53,Sapho sapho,H_sapho,F,2022-09-26,2022-09-27,15,2022-10-11,,
Sap54,Sapho sapho,H_sapho,M,2022-09-26,2022-09-27,,#N/A,,
Sap55,Sapho sapho,H_sapho,M,2022-09-26,2022-09-27,15,2022-10-11,,
Nu72,Numata,H_numata,M,2022-09-27,2022-09-27,28,2022-10-25,,
Nu73,Numata,H_numata,M,2022-09-27,2022-09-27,,#N/A,,
Nu74,Numata,H_numata,F,2022-09-27,2022-09-27,14,2022-10-11,,
Nu75,Numata,H_numata,M,2022-09-27,2022-09-27,28,2022-10-25,,
Nu76,Numata,H_numata,F,2022-09-27,2022-09-27,21,2022-10-18,,
Ec30,Melpomene ecuadorensis,H_melpomene,M,2022-09-27,2022-09-27,17,2022-10-14,,
Mal1,Melpomene malleti,H_melpomene,M,2022-09-27,2022-09-27,,#N/A,,
Him1,Himera,H_himera,M,2022-09-27,2022-09-27,17,2022-10-14,,
Hyd3,Erato hydara,H_erato,M,2022-09-27,2022-09-27,6,2022-10-03,,
Ple2,Melpomene plesseni,H_melpomene,M,2022-09-27,2022-09-27,20,2022-10-17,,
Not1,Erato notabilis,H_erato,M,2022-09-28,2022-09-28,,#N/A,,
Ec31,Melpomene ecuadorensis,H_melpomene,F,2022-09-28,2022-09-28,,#N/A,,
Him2,Himera,H_himera,M,2022-09-28,2022-09-28,5,2022-10-03,,
Nu77,Numata,H_numata,M,2022-09-28,2022-09-28,16,2022-10-14,,
Nu78,Numata,H_numata,M,2022-09-29,2022-09-29,4,2022-10-03,,
Nu79,Numata,H_numata,M,2022-09-30,2022-09-30,18,2022-10-18,,
Nu80,Numata,H_numata,F,2022-09-30,2022-09-30,25,2022-10-25,,
Is10,Ismenius bouletti,H_ismenius,F,2022-09-30,2022-09-30,,#N/A,,
Ec32,Melpomene ecuadorensis,H_melpomene,F,2022-09-30,2022-09-30,,#N/A,,
Not2,Erato notabilis,H_erato,M,2022-10-01,2022-10-01,,#N/A,,
Is11,Ismenius bouletti,H_ismenius,M,2022-10-01,2022-10-01,13,2022-10-14,,
Is12,Ismenius bouletti,H_ismenius,M,2022-10-02,2022-10-02,,#N/A,,
Nu81,Numata,H_numata,M,2022-10-02,2022-10-03,,#N/A,,
Is13,Ismenius bouletti,H_ismenius,F,2022-10-03,2022-10-03,15,2022-10-18,,
Is14,Ismenius bouletti,H_ismenius,M,2022-10-03,2022-10-03,,#N/A,,
Nu82,Numata,H_numata,F,2022-10-03,2022-10-03,,#N/A,,
Nu83,Numata,H_numata,F,2022-10-03,2022-10-03,,#N/A,,
Dd19,Dryadula,D_phaetusa,F,2022-10-03,2022-10-03,,#N/A,,
Ec33,Melpomene ecuadorensis,H_melpomene,F,2022-10-03,2022-10-03,,#N/A,,
Is15,Ismenius bouletti,H_ismenius,M,2022-09-30,2022-10-04,,#N/A,,
Ec34,Melpomene ecuadorensis,H_melpomene,F,2022-10-04,2022-10-04,10,2022-10-14,,
Eu52,Eueides isabella,E_isabella,F,2022-10-05,2022-10-05,,#N/A,,
Dd20,Dryadula,D_phaetusa,F,2022-10-05,2022-10-05,,#N/A,,
Is16,Ismenius bouletti,H_ismenius,F,2022-10-05,2022-10-05,,#N/A,,
Eu53,Eueides isabella,E_isabella,M,2022-10-06,2022-10-06,,#N/A,,
Eu54,Eueides isabella,E_isabella,F,2022-10-06,2022-10-06,,#N/A,,
Eu55,Eueides isabella,E_isabella,M,2022-10-06,2022-10-06,,#N/A,,
D11,Dryas,D_iulia,M,2022-10-06,2022-10-06,,#N/A,,
D12,Dryas,D_iulia,M,2022-10-06,2022-10-06,,#N/A,,
D13,Dryas,D_iulia,M,2022-10-06,2022-10-06,,#N/A,,
D14,Dryas,D_iulia,F,2022-10-07,2022-10-07,,#N/A,,
D15,Dryas,D_iulia,F,2022-10-07,2022-10-07,,#N/A,,
D16,Dryas,D_iulia,M,2022-10-07,2022-10-07,,#N/A,,
D17,Dryas,D_iulia,M,2022-10-07,2022-10-07,,#N/A,,
D18,Dryas,D_iulia,M,2022-10-07,2022-10-07,,#N/A,,
D19,Dryas,D_iulia,F,2022-10-07,2022-10-07,,#N/A,,
Nu84,Numata,H_numata,M,2022-10-07,2022-10-07,4,2022-10-11,,
Nu85,Numata,H_numata,F,2022-10-07,2022-10-07,,#N/A,,
Not3,Erato notabilis,H_erato,M,2022-10-07,2022-10-07,,#N/A,,
Dd21,Dryadula,D_phaetusa,M,2022-10-08,2022-10-08,,#N/A,,
Dd22,Dryadula,D_phaetusa,F,2022-10-08,2022-10-08,,#N/A,,
Eu56,Eueides isabella,E_isabella,M,2022-10-08,2022-10-08,,#N/A,,
D20,Dryas,D_iulia,F,2022-10-08,2022-10-08,,#N/A,,
D22,Dryas,D_iulia,M,2022-10-09,2022-10-10,,#N/A,,
D23,Dryas,D_iulia,F,2022-10-09,2022-10-10,,#N/A,,
D24,Dryas,D_iulia,F,2022-10-10,2022-10-10,,#N/A,,
D25,Dryas,D_iulia,F,2022-10-10,2022-10-10,25,2022-11-04,,
Dd23,Dryadula,D_phaetusa,M,2022-10-10,2022-10-10,,#N/A,,
Dd24,Dryadula,D_phaetusa,M,2022-10-10,2022-10-10,,#N/A,,
Nu86,Numata,H_numata,F,2022-10-10,2022-10-10,15,2022-10-25,,
Nu87,Numata,H_numata,M,2022-10-10,2022-10-10,7,2022-10-17,,
Nu88,Numata,H_numata,F,2022-10-10,2022-10-10,,#N/A,,
Nu89,Numata,H_numata,F,2022-10-10,2022-10-10,,#N/A,,
Nu90,Numata,H_numata,M,2022-10-10,2022-10-10,4,2022-10-14,,
Nu91,Numata,H_numata,F,2022-10-10,2022-10-10,15,2022-10-25,,
H5,Hecale melicerta,H_hecale,F,2022-07-11,2022-10-10,,#N/A,,
Nu92,Numata,H_numata,F,2022-10-12,2022-10-12,6,2022-10-18,,
Ec35,Melpomene ecuadorensis,H_melpomene,M,2022-10-12,2022-10-12,2,2022-10-14,,
Sap56,Sapho sapho,H_sapho,M,2022-10-13,2022-10-13,4,2022-10-17,,
Ec36,Melpomene ecuadorensis,H_melpomene,F,2022-10-13,2022-10-13,4,2022-10-17,,
Nu93,Numata,H_numata,F,2022-10-13,2022-10-13,,#N/A,,
Sap57,Sapho sapho,H_sapho,F,2022-10-14,2022-10-14,11,2022-10-25,,
Sap58,Sapho sapho,H_sapho,M,2022-10-14,2022-10-14,4,2022-10-18,,
Eu57,Eueides isabella,E_isabella,F,2022-10-14,2022-10-14,,#N/A,,
Ec37,Melpomene ecuadorensis,H_melpomene,M,2022-10-14,2022-10-14,11,2022-10-25,,
Ec38,Melpomene ecuadorensis,H_melpomene,M,2022-10-15,2022-10-15,3,2022-10-18,,
Eu58,Eueides isabella,E_isabella,M,2022-10-15,2022-10-15,,#N/A,,
H400,Hecale melicerta,H_hecale,M,2022-10-15,2022-10-15,2,2022-10-17,,
H401,Hecale melicerta,H_hecale,M,2022-10-15,2022-10-15,3,2022-10-18,,
Hew15,Hewitsoni,H_hewitsoni,F,2022-10-16,2022-10-16,,#N/A,,
Sar70,Sara,H_sara,F,2022-10-17,2022-10-17,,#N/A,,
Sar71,Sara,H_sara,F,2022-10-17,2022-10-17,,#N/A,,
D26,Dryas,D_iulia,M,2022-10-17,2022-10-17,,#N/A,,
D27,Dryas,D_iulia,M,2022-10-18,2022-10-18,,#N/A,,
Eu59,Eueides isabella,E_isabella,M,2022-10-21,2022-10-21,,#N/A,,
Is17,Ismenius bouletti,H_ismenius,M,2022-10-22,2022-10-22,,#N/A,,
D275,Dryas,D_iulia,M,2022-08-27,2022-10-21,,#N/A,,
Eu60,Eueides isabella,E_isabella,F,2022-10-23,2022-10-23,,#N/A,,
Ple3,Melpomene plesseni,H_melpomene,F,2022-10-24,2022-10-24,,#N/A,,
Ple4,Melpomene plesseni,H_melpomene,M,2022-10-24,2022-10-24,,#N/A,,
Ec39,Melpomene ecuadorensis,H_melpomene,M,2022-10-24,2022-10-24,1,2022-10-25,,
H402,Hecale melicerta,H_hecale,M,2022-10-25,2022-10-25,,#N/A,,
Ec40,Melpomene ecuadorensis,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,albino
Ple5,Melpomene plesseni,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Ple6,Melpomene plesseni,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Ple7,Melpomene plesseni,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Ple8,Melpomene plesseni,H_melpomene,F,2022-10-25,2022-10-25,,#N/A,,
Ec41,Melpomene ecuadorensis,H_melpomene,F,2022-10-25,2022-10-25,,#N/A,,
Ec42,Melpomene ecuadorensis,H_melpomene,F,2022-10-25,2022-10-25,,#N/A,,
Cyth1,Melpomene cythera,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Cyth2,Melpomene cythera,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Cyth3,Melpomene cythera,H_melpomene,M,2022-10-25,2022-10-25,13,2022-11-07,,
Not4,Erato notabilis,H_erato,M,2022-10-25,2022-10-25,,#N/A,,
Cyth4,Melpomene cythera,H_melpomene,F,2022-10-25,2022-10-25,13,2022-11-07,,
Cyth5,Melpomene cythera,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Cyth6,Melpomene cythera,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Cyth7,Melpomene cythera,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
At32,Atthis,H_atthis,M,2022-10-25,2022-10-25,,#N/A,,
Cyth8,Melpomene cythera,H_melpomene,F,2022-10-25,2022-10-25,13,2022-11-07,,
Ple9,Melpomene plesseni,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Cyth9,Melpomene cythera,H_melpomene,F,2022-10-25,2022-10-25,13,2022-11-07,,
Cyth10,Melpomene cythera,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Ple10,Melpomene plesseni,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Ec44,Melpomene ecuadorensis,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Cyth11,Melpomene cythera,H_melpomene,M,2022-10-25,2022-10-25,,#N/A,,
Cyth12,Melpomene cythera,H_melpomene,F,2022-10-26,2022-10-26,12,2022-11-07,,
Cyth13,Melpomene cythera,H_melpomene,F,2022-10-26,2022-10-26,,#N/A,,
Cyth14,Melpomene cythera,H_melpomene,M,2022-10-26,2022-10-26,,#N/A,,
Cyth15,Melpomene cythera,H_melpomene,F,2022-10-26,2022-10-26,,#N/A,,
Cyth16,Melpomene cythera,H_melpomene,F,2022-10-26,2022-10-26,,#N/A,,
Cyth17,Melpomene cythera,H_melpomene,F,2022-10-26,2022-10-26,12,2022-11-07,,
Cyth18,Melpomene cythera,H_melpomene,F,2022-10-26,2022-10-26,,#N/A,,
Cyth19,Melpomene cythera,H_melpomene,M,2022-10-26,2022-10-26,12,2022-11-07,,
Cyth20,Melpomene cythera,H_melpomene,M,2022-10-26,2022-10-26,,#N/A,,
Cyth21,Melpomene cythera,H_melpomene,F,2022-10-26,2022-10-26,,#N/A,,
Cyth22,Melpomene cythera,H_melpomene,M,2022-10-26,2022-10-26,,#N/A,,
Cyth23,Melpomene cythera,H_melpomene,M,2022-10-26,2022-10-26,,#N/A,,
Cyth24,Melpomene cythera,H_melpomene,F,2022-10-26,2022-10-26,,#N/A,,
Cyth25,Melpomene cythera,H_melpomene,F,2022-10-26,2022-10-26,,#N/A,,
At33,Atthis,H_atthis,F,2022-10-26,2022-10-26,,#N/A,,
H403,Hecale melicerta,H_hecale,F,2022-10-26,2022-10-26,,#N/A,,
H404,Hecale melicerta,H_hecale,M,2022-10-26,2022-10-26,,#N/A,,
H405,Hecale melicerta,H_hecale,F,2022-10-27,2022-10-27,,#N/A,,
H406,Hecale melicerta,H_hecale,M,2022-10-27,2022-10-27,,#N/A,,
H407,Hecale melicerta,H_hecale,M,2022-10-27,2022-10-27,,#N/A,,
Cyd17,Cydno chioneus,H_cydno,M,2022-10-27,2022-10-27,,#N/A,,
Ple11,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ple12,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ple13,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ple14,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ple15,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ple16,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ple17,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ple18,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ple19,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ple20,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ple21,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Is18,Ismenius bouletti,H_ismenius,F,2022-10-27,2022-10-27,,#N/A,,this one actually fasciatus
Zu13,Hecale zuleika,H_hecale,M,2022-10-27,2022-10-27,,#N/A,,impure - cross with melicerta
Ple22,Melpomene plesseni,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ec45,Melpomene ecuadorensis,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ec46,Melpomene ecuadorensis,H_melpomene,M,2022-10-27,2022-10-27,31,2022-11-27,,
Ec47,Melpomene ecuadorensis,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ec48,Melpomene ecuadorensis,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ec49,Melpomene ecuadorensis,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ec50,Melpomene ecuadorensis,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Ec51,Melpomene ecuadorensis,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
MHy42,Melpomene hybrid,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth26,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth27,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth28,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth29,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth30,Melpomene cythera,H_melpomene,F,2022-10-27,2022-10-27,,#N/A,,
Cyth31,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth32,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth33,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth34,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth35,Melpomene cythera,H_melpomene,F,2022-10-27,2022-10-27,11,2022-11-07,,
Cyth36,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth37,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth38,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,,#N/A,,
Cyth39,Melpomene cythera,H_melpomene,M,2022-10-27,2022-10-27,11,2022-11-07,,
H408,Hecale melicerta,H_hecale,F,2022-10-28,2022-10-28,,#N/A,,
Cyd18,Cydno chioneus,H_cydno,M,2022-10-28,2022-10-28,,#N/A,,
H409,Hecale melicerta,H_hecale,F,2022-10-29,2022-10-29,,#N/A,,
H410,Hecale melicerta,H_hecale,F,2022-10-29,2022-10-29,,#N/A,,
H411,Hecale melicerta,H_hecale,F,2022-10-29,2022-10-29,9,2022-11-07,,
H412,Hecale melicerta,H_hecale,M,2022-10-29,2022-10-29,,#N/A,,
H413,Hecale melicerta,H_hecale,M,2022-10-29,2022-10-29,,#N/A,,
H414,Hecale melicerta,H_hecale,F,2022-10-29,2022-10-29,,#N/A,,
H415,Hecale melicerta,H_hecale,F,2022-10-29,2022-10-29,,#N/A,,
H416,Hecale melicerta,H_hecale,M,2022-10-29,2022-10-29,,#N/A,,
H417,Hecale melicerta,H_hecale,F,2022-10-29,2022-10-29,,#N/A,,
H418,Hecale melicerta,H_hecale,F,2022-10-30,2022-10-30,,#N/A,,
Dd25,Dryadula,D_phaetusa,M,2022-10-31,2022-10-31,,#N/A,,
Dd26,Dryadula,D_phaetusa,M,2022-10-31,2022-10-31,7,2022-11-07,,
Dd27,Dryadula,D_phaetusa,M,2022-10-31,2022-10-31,,#N/A,,
Dd28,Dryadula,D_phaetusa,M,2022-10-31,2022-10-31,,#N/A,,
Dd29,Dryadula,D_phaetusa,F,2022-10-31,2022-10-31,7,2022-11-07,,
Zu14,Hecale zuleika,H_hecale,F,2022-10-31,2022-10-31,,#N/A,,
Ple23,Melpomene plesseni,H_melpomene,M,2022-10-31,2022-10-31,,#N/A,,
Ec52,Melpomene ecuadorensis,H_melpomene,M,2022-10-31,2022-10-31,,#N/A,,
EHy3,Erato hybrid,H_erato,F,2022-10-31,2022-10-31,,#N/A,,demophoon/etylus
Dd30,Dryadula,D_phaetusa,F,2022-11-01,2022-11-01,6,2022-11-07,,
H419,Hecale melicerta,H_hecale,M,2022-11-03,2022-11-03,,#N/A,,
H420,Hecale melicerta,H_hecale,F,2022-11-03,2022-11-03,4,2022-11-07,,
D29,Dryas,D_iulia,M,2022-11-04,2022-11-04,,#N/A,,
H421,Hecale melicerta,H_hecale,F,2022-11-05,2022-11-05,,#N/A,,
H179,Hecale melicerta,H_hecale,M,2022-09-27,2022-11-07,,#N/A,,completed cognitive
H180,Hecale melicerta,H_hecale,M,2022-09-27,2022-11-07,,#N/A,,completed cognitive
H172,Hecale melicerta,H_hecale,M,2022-09-15,2022-11-07,,#N/A,,completed cognitive
H422,Hecale melicerta,H_hecale,M,2022-11-07,2022-11-07,,#N/A,,
H423,Hecale melicerta,H_hecale,F,2022-11-07,2022-11-07,0,2022-11-07,,
D30,Dryas,D_iulia,M,2022-11-07,2022-11-07,,#N/A,,
D31,Dryas,D_iulia,M,2022-11-08,2022-11-08,,#N/A,,
D32,Dryas,D_iulia,M,2022-11-08,2022-11-08,,#N/A,,
H424,Hecale melicerta,H_hecale,F,2022-11-08,2022-11-08,15,2022-11-23,,
H425,Hecale melicerta,H_hecale,M,2022-11-09,2022-11-09,14,2022-11-23,,
E35,Erato demophoon,H_erato,M,2022-11-09,2022-11-10,,#N/A,,
E36,Erato demophoon,H_erato,F,2022-11-09,2022-11-10,,#N/A,,
Not5,Erato notabilis,H_erato,M,2022-11-09,2022-11-10,,#N/A,,
D33,Dryas,D_iulia,M,2022-11-10,2022-11-10,,#N/A,,
D34,Dryas,D_iulia,M,2022-10-11,2022-10-11,,#N/A,,
